,Comentario
434,"Muy buen lugar para visitar y disfrutar de todas las obras presentadas en el lugar, su infraestructura muy bien diseñada para tener una amplia gama de galerías para presentar todo tipo de artes."
435,"Este museo es completamente gratis todos los días. Comprende la colección de la familia de Carlos Slim, uno de los hombres más ricos del mundo.  Su gran aprecio por Augusto Rodin es muy notorio, en la colección hay varias reproducciones autorizadas de una misma pieza y también varios originales de gran importancia.
El orden sugerido para visitar el museo es de arriba hacia abajo, primero usando el elevador y luego sin mucho esfuerzo ir bajando de piso por medio de las rampas.
La colección abarca escultura, pintura, grabados, tallado en marfil o madera, monedas, medallas, etc y de muchas culturas y zonas geográficas

En el piso inferior hay una pequeña cafetería y tienda de souvenirs, pero creo que aún le falta mejor surtido"
436,"Me gusta la arquitectura del lugar, la organizacion en sus obras. Excelente lugar. Excelente Fundacion Slim. Cultura en un gran lugar👏👏🙌🙌"
437,"La arquitectura de este museo es interesante, vale la pena visitarlo y tomarse la foto"
438,"Un Museo lleno de historia, arte y un increíble ambiente... Tuve la grandiosa oportunidad de coincidir con un concierto de una orquesta por el día del niño y esto hizo mi visita al museo algo mágico.
Cada una de las salas está perfectamente distribuida, explicada y hecha. El personal es muy amable en todo momento y lo mejor de todo es que NO COBRAN.
Definitivamente uno de los mejores museos que he visitado y espero volver pronto."
439,"Increíble colección de arte, la arquitectura exterior muy interesante y bella. El interior no tanto aunque tiene lo suyo. El Museo es muy grande, sugiero subir al último nivel y descender recorriendo cada piso para dedicarle tiempo, no ir corriendo para no cansarse tanto y no perderse de ninguna sala. Lo mejor es que es gratis y así accesible a todo el mundo, hay que aprovechar, agradecer y disfrutarlo al máximo. Mi parte favorita todo Rodin."
440,"Impresionantes exhibiciones en el museo Soumaya.
Fuimos la semana pasada, es un lugar imperdible para quien guste del arte y para quien quiera visitar un museo icónico de la ciudad. Se recorre de una manera muy natural y fácil.
Las instalaciones muy limpias y cuidadas así como el personal muy atentos y amables.
Recuerden que no permiten entrada con comida, tienen servicio de paquetería y la entrada al museo es totalmente gratuita.
Tienen servicio de WiFi, una tienda y restaurante sanborns."
441,"Excelente museo
Tiene diferentes excepciones muy buenas de diferentes culturas y épocas
Necesitas tiempo para poderlo conocer todo,  piezas de arte inimaginables, todo muy bien distribuido.
Cuenta con elevadores
Una excelente vista por la parte de afuera."
442,"El museo Soumaya es un sitio que debes visitar cuando estés en Ciudad de México, son 5 galerías de arte moderno, en esta ocasión pude apreciar la evolución del teléfono y el trabajo en mármol, realmente sorprendente.
Puedes bajar una aplicación para hacer el recorrido ya que por pandemia no hay guías."
443,"La entrada es gratuita, cuenta con 6 salas de exhibiciones y mis favoritas fueron las piezas de marfil y los cuadros sobre barcos. También exhiben la historia de las monedas, esculturas, artículos y pinturas religiosas. Hay escaleras, rampa y elevadores para llegar a cada piso. Los baños se encuentran limpios y hay una tienda de souvenirs en la planta baja. Me gustó pero si esperaba un poco más. El museo está ubicado junto a un centro comercial y al teatro jumex. También en frente está el Acuario Inbursa y a unas cuadras la plaza antara. El Turibus te deja en frente del museo por lo que es fácil llegar."
444,Vale mucho la pena visitar
445,Es uno de mis lugares favoritos! Para ir a pasear y despejarse un poco es hermoso. Los Baños son gratis así que pueden pasar ahí
446,"Excelente para visitar un fin de semana
Además es gratuito todos los días y cuenta con servicio de internet gratis también para hacer una mejor experiencia"
447,"El lugar es increible, además de ser gratuito es muy ordenado, limpio y tienen un buen servicio. La colección de arte es muy completa, especialmente en el último piso. Pero me incomoda que tienen una exibición completa de marfil. Y a pesar que es bellísimo, esta práctica ha tenido un alto costo a la naturaleza y la población de elefantes. A eso se debe mi calificación baja. Es algo muy serio."
448,"Imponente, majestuoso, unico.. Si vienes a CDMX, es casi obligado venir a visitar este magnifico museo. La entrada es gratis  y te sorprenderás con su encanto."
449,"Museo muy agradable moderno bastante grande. Cuenta con 6 pisos y en cada piso cuenta con diferentes exposiciones!!! En el piso 6 se encuentran esculturas Auguste Rodin.
Está  El beso 1882 , El pensador 1902
La eterna primavera 1884 y muchas esculturas más que vale la pena visitarla😉
En el Piso 4 tienen pinturas por citar algunas de encuentran 2 cuadros de
Van Gogh . La entrada es gratis .
Considero una fortuna poder tener el privilegio de un Museo de esta naturaleza !!!  Lo recomiendo ampliamente 😃"
450,"Muy, muy bonito, con una distribución excelente. Piezas impresionantes, con infografías puntuales. Un gusto que exista."
451,Excelente ubicación y muestras!!
452,"El Museo Soumaya me impactó a primera vista y lo mejor de todo es que la entrada es libre.

Su diseño es obra del mexicano Fernando Romero, asesorado por el prestigioso arquitecto Frank Gehry, y destaca por su compleja fachada curva compuesta, en el se exhiben más de seis mil piezas de arte de la Fundación Carlos Slim, que atesora más de 60 mil obras artísticas."
453,"Me deja impactado  la infraestructura que tiene por fuera, al entrar te topas con las puertas al infierno vas subiendo y lo que más me gusto fueron las esculturas talladas en los incisivos de elefante wowwww eso si es un verdadero arte, yo soy un ignorante del arte pero pude observar gente que disfrutaba ver pinturas y bustos de personas que yo no reconozco las instalaciones limpias, los baños huelen súper rico la entrada es gratuita fui un martes  tienes que dejar tu mochila en paquetería  puedes tomar fotos pero sin flash  cuenta con elevador yo les recomiendo iniciar desde arriba e irlo recorriendo para abajo"
454,"Muy buena piezas de arte, un excelente espacio de arte y cultura."
455,"Si vas de visita a México,  definitivamente tienes que ir a conocer este museo"
456,"Arquitectura impresionante y hermosa, es un buen lugar para disfrutar del arte, cuenta con un vestíbulo y 5 salas, suelen tener algunas exposiciones temporales, la entrada es siempre gratuita, si llevan auto lo pueden dejar en el estacionamiento de plaza carso o hay un Costco en la contraesquina, enfrente de este museo se encuentra museo Jumex, y el Acuario Inbursa."
457,Es increíble el lugar demasiada historia en un solo lugar les recomiendo de verdad pasen a visitarlo y aprovechen todas las exposiciones que tienen también está un lugar para acceder a internet hacer tareas y o conferencias deberían darle la oportunidad y lo mejor es que es totalmente gratis Mexico lindo y querido
458,"Un gran espacio para disfrutar del arte y la historia, una muestra exquisita del talento artístico, todo esto dentro de un edificio divertido..."
459,"Gracias por esta increíble visita, si vienes al acuario Inbursa si o si tienes que venir al museo ES GRATIS"
460,"Es uno de los mejores, nuevos y cada vez más reconocido museo en el mundo. Tiene muy buenas exposiciones y obras. Generalmente siempre se encuentra lleno  lamentablemente. Hace falta que el personal te diga las indicaciones generales de este tipo de museos desde la entrada. Hay varias áreas para mejorar el servicio y atención a los visitantes. Pero en general es un muy buen museo."
461,Medidas de higiene muy bien y exposición súper
462,"Si te encuentras en México y tienes oportunidad no dejes de visitar este museo que al verlo te cautivará por su impresionante arquitectura, su forma de trapezoide en movimiento lo caracteriza, en su interior encontrarás diferentes esculturas, obras y explosiones de arte, también encontrarás una excelente tienda en la que podrás adquirir souvenirs para tus familiares y amigos.
No te lo pierdes 😃"
463,"Lindo arquitectónicamente, impresionante la parte de tallas en marfil, algunas obras como ""El pensador"" de Rodin, o ""La Piedad"" de Miguelangel son réplicas, lo que le quita cierta emoción. Las pinturas fueron lo menos atractivo (aunque no estaba el 3 nivel abierto, que parecía lo más interesante en pinturas). El 6to nivel,  la colección personal, son más que nada esculturas. Muy buenas. Los domingos el ingreso es gratuito."
464,"La verdad no sé mucho de arte , pero por los nombres que vi de obras , me parece increíble que sea gratis , es una oportunidad de conocer y empezar a cultivarse en las artes plásticas sobre todo, aunque tienen mucha variedad , artistas épocas , estilos como mencioné me parece que es increíble que sea gratis , la ubicación muy buena ,atención perfecta , gracias tío Carlitos , mucha gente lo o crítica pero por cosas co mi o está tiene mi respeto pues tener esa inversión no es poca cosa y compartir pues es exelente. Gracias."
465,"Un lugar precioso con infinidad de obras, cuenta y explica la historia de México y el mundo a través del arte. Un museo impactante por su arquitectura y contenido. Super recomendado cómo plan en ciudad de México. Además para aquellos en plan de bajo costo (low cost) es perfecto ya que la entrada es gratuita. También en la tienda del museo se pueden adquirir recuerdos y libros buenísimos sobre México, su historia, arte y arquitectura.
Al frente del museo se encuentran centros comerciales, restaurantes y cines para completar un buen día en la ciudad."
466,"Esta muy bonito grande se ve hermoso de cerca y las exhibiciones
Me encantaron
Lo mejor es que es gratis y hay libros pequeños para leer y son gratis me encantaron los libros porque hablan sobre las exhibiciones e historia y trae poesía volveré eso es seguro"
467,Entrada gratuita
468,"La entrada es gratuita, hay rampa y escaleras en todos los niveles, las exposiciones son extensas. Los baños están limpios. Hay bastante seguridad y la estructura vista desde fuera es genial. Recomiendo 100% si se visita a cdmx"
469,"Desde su arquitectura nos deleita como una obra de arte moderno, en sus salas podemos contemplar  diferentes exposiciones temporales y permanentes de las diferentes corrientes de arte. Dando a cada una un significado distinto en base a la perspectiva y concepto de cada persona. Simplemente tienes que visitarlo y tener el tiempo necesario para entender la emoción que te transmite."
470,"Maravilloso lugar. Además de que es todo un complejo cultural, de entretenimiento, culinario y de compras. Hay que dedicarle todo un día.

El plan es este:

Desayunar en Antara ( la plaza enfrente del museo. Se sale por atrás hacia plaza carso)

Luego, ir al acuario . Justo frente al museo.

Después visitar el museo empezando por la parte de arriba hacia abajo. Se van a tomar muchas fotos.

Comer en el centro comercial  junto al museo ( plaza carso).

Después ir al teatro. Junto al museo del lado derecho - visto de frente -.

O al cine dentro de la plaza.

Visitar el museo Jumex (justo enfrente del lado derecho).

Y finalmente recorrer las vías del ferrocarril antiguo. Excelente lugar para tomarse fotos de Instagram.

Recomiendo hacer este recorrido el domingo, ya que la vigilancia es menor y es más fácil tomarse fotos para redes.

Ah!! Y el museo soumaya es de acceso gratuito ."
471,"Un museo extraordinario, totalmente gratuito y lleno de artes en diversas expresiones. Cada piso del museo se identifica con un estilo artistico diferente donde puedes apreciar las obras y leer su historia. Impecable, sin desperdicio!"
472,"Muy limpio, la gente muy amable, y bastante seguridad en cuanto a la pandemia; todo el tiempo están pendientes de el uso del cubrebocas, y amablemente se acercan a pedirte que te lo coloques correctamente."
473,"Bellisimo museo en Ciudad de México, no deben dejar pasar la oportunidad de visitarlo si andan en la ciudad, hay que llegar temprano para poder disfrutar cada uno de sus niveles muy hermoso"
474,"Este museo tiene una colección muy ecléctica que vale la pena ver más de una vez. Es en verdad de las mejores que yo he visto, vale la pena ver el último piso, dónde hay piezas escultoricas muy bellas; ese fue el que tuve oportunidad de ver otra vez, les pongo unas fotos para que vean."
475,"Un lugar 100% familiar con muchos artículos y piezas históricas de México colecciones de pinturas de artistas mexicanos Siqueiros, Tamayo, Jose Clemente Orozco, obras de Monet, Renoir, esculturas de Botero, monedas de la independencia de México, documentos de la independencia, objetos de la época colonial piezas de otras culturas etc recomendado para que lo visiten con su familia son 6 pisos lo recomendable es subir en el elevador al 5to piso y hacer el recorrido de arriba hacia los pisos de abajo."
476,"Me encanta este museo pero hoy superaron mis expectativas con la representación de “confidencias de arte”. Que bueno que incluyan este tipo de actividades en los museos de la cdmx, hace que la experiencia de visitarlos sea mucho más enriquecedora, entretenida y aprendes mucho más. Felicidades a Noe el chico que represento a Sandro Botticelli. 👏👏👏👏"
477,Un lugar emblemático del nuevo Polanco… totalmente recomendable para visitar sólo o en familia… su colección es amplia y exhibida como en los grandes museos del mundo. Entrada totalmente gratis.
478,"No soy amante de la historia, por lo cual, siento que el museo Soumaya no es para mí, sin embargo, cabe mencionar que lo disfruté, puesto que hay muchas cosas interesantes como las monedas o billetes que fueron utilizados hace muchos años en México, incluso te explican la historia de estos a través de tablitas jajaja.

Hay muchos cuadros, lo cual está cool, pero definitivamente no es un lugar para una persona ""cero catolicismo"" como yo, ya que la mayoría de pinturas son católicas...

Creo que la parte que más me gustó del museo Soumaya, es la del último piso, en dónde hay muchas esculturas.

Vale la pena visitarlo, puesto que su estructura arquitectónica es bastante fuera de lo común, recomiendo ir preparado para caminar mucho e ir por subidas un tanto cansadas. (Lleven tenis) xc"
479,No hay indicaciones correctas ni un orden adecuado para el recorrido. Y ocaciona que la gente esté en todas direcciones sin sana distancia además de que no tiene nada de ventilación y el aire acondicionado no es sugiciente.
480,"Me encanta porque siempre es gratuito y tienen exposiciones temporales interesantes. Además las ""de casa"" duran mucho tiempo y puedes planear visitarlas sin prisa. Otro punto es su extensión al museo de Plaza Loreto, el de sitio en Chapultepec y la Casa Tovar de Teresa."
481,"Muy bonito y gran experiencia. La exposición de Marcel su Chamo es muy buena. se pueden apreciar Bein las piezas y el lugar es bastante agradable, aún con fila logras accesar rápido pues es muy eficiente. Los domingos la entrada es gratuita. La atención es buena,nos dieron jugos durante la espera y sombrillas para cubrirse del sol."
482,"Esta hermoso, es un museo de primer mundo, muy limpio y cuidado. Excelentes piezas de arte, no se pierdan la sección de marfil tallado, yo pienso que es lo mejor del museo. Y por favor tomen en cuenta las líneas de seguridad y sean respetuoso con el lugar, ya que es un museo de entrada gratuita."
483,Excelentes obras de arte!
484,"Es de los mejores museos que he visitado, tiene 4 pisos de arte, variada e interesante, me encantó les dejó fotos para que se les antoje ir."
485,"Muy surreal por fuera, increible por dentro. Cientos de obras, cientos de artistas. 👏👏👏"
486,"De noche luce maravillosa la estructura, tiene áreas de esparcimiento cercanas y un centro comercial además de tiendas de conveniencia"
487,Es un lugar excepcional. Se agradece mucho la contribución a mi buen amigo Carlos Slim. Gracias a él cientos de miles de personas pueden ver Arte de lo más refinada de varias partes del mundo.
488,"Que obras tan espectaculares reposan en el museo Soymaye, hay arte para todos los gustos, además la amabilidad de su personal es genial."
489,Excelente lugar 100% recomendado
490,"Impresiona la arquitectura de este edificio. No puedes menos que estar admirado de la forma, la sinuosidad de la línea. De verdad que impacta. Llama la atención grandemente cuando se llega al sector donde se encuentra el museo. Las salsas de exposición son hermosas. Disfruté mucho la exposición del piso 5, dónde está especialmente una muestra del arte mexicano."
491,Una excelente opción de arte sin costo alguno. El edificio simplemente impresionante.  No dejen de visitarlo
492,Es un increíble Museo. Cuenta con diferentes secciones. Sin duda es un excelente lugar para visitar y apreciar del arte.
493,"Es un museo con mucha cultura, es bastante grande hay mucho que recorrer, el edificio es muy bonito, en cada sala hay cuadros o estatuas hermosas, vas subiendo poco a poco para verlas y también hay videos informativos. Muy recomendable."
494,"Es hermoso este museo no solo por fuera, hay protocolo COVID,  por lo cual hay poca gente adentro, es gratuito y cierran 6:30 pm."
495,"Es importante ir con tiempo pues es un museo bastante grande, cuenta con 6 salas de diferente temática."
496,"Excelente museo, tiene arte de todas partes del mundo y de casi todas las epocas entre 1600 y 1900.
La sala de las esculturas tambien muy interesante y completa"
497,"Es un gran museo, bastante grande mas sin embargo es un buen lugar para pasar en familia, con amigos y con tu pareja"
498,"Exelente museo con obras de arte como pinturas, esculturas y objetos antiguos que puedes admirar en varios niveles, es muy grande y debes ir con tiempo para poder admirar todo su contenido."
499,Increible vista por todos los ángulos y buen espacio para convivir. La entrada al museo es 100% gratuita y la atención dentro es excelente.
500,"Gran cantidad de arte, demasiado tradicional, nada contemporáneo. Si lo tuyo es ver arte renacentista, gótico, etc, esta es la mejor opción. La arquitectura del lugar es original, aunque no muy práctica, ni cómoda. Por fuera el lugar es impresionante"
501,Encontré pinturas originales que solo en vivo se puede apreciar la grandeza de los autores ya que siendo de 2 D en vivo parecen 3 D y cosas antiguas de increíble valor y sorpresa
502,"Un lugar bastante interesante, con muchas piezas, algunas únicas, con clima rico, amables en general, tienen sillas de ruedas para adultos mayores y/o con capacidades diferentes, con guardarropa y todo esto gratis!!!..."
503,Fabulosa colección y un buen espacio. Solo el recorrido es muy cansado por las rampas y la museografía no puede estar bien organizada por ser un espacio circular.
504,"Un museo de primer mundo con una gran cantidad de cultura y obras de arte sin igual arte fe vanguardia , impresionismo , modernismo , romanticismo , neoclasismo barroco , sobrio  exuberante ,manierismo y  humanismo gotico 6 pisos de cultura un museo di igual en toda América"
505,"Una magnífica colección. Extraordinaria.

Hace calor adentro. Llevar ropa ligera.
Y no dejan meter agua.
Visita obligada en CD de México."
506,"Muy interesante toda la colección de Carlos Slim dedicado a su esposa... La entrada es gratuita y la mejor parte es la última que tienes que ir subiendo todos los pisos para llegar a todas las esculturas. Tienes que mantenerte detrás de la línea del piso es lo único que te piden porque todas las pinturas están ""libres"" y las puedes ver sin ninguna restricción. Súper recomendable tiene arte de todo el mundo."
507,"Si o si debes entrar, hay punturas, esculturas, objetos antiguos, todo seccionado y un buen ambiente para pasar el rato aprendiendo un poco."
508,"Un lugar espectacular con una colección de obras impresionante.   Es un imperdible al visitar la ciudad de México,  sin duda uno de mis museos favoritos."
509,"Muy mala museografía, encontramos unas fichas equivocadas y otras sin explicación alguna, no hay un criterio de selección o ruta de las salas, la iluminación pésima.
Qué lástima que piezas tan importantes estén colocadas de manera tan desordenada, además algunas pantallas no sirven  y faltan espacios  de descanso."
510,"Imperdible! No puedes Venir a la Ciudad de México y quedarte sin visitar el
Museo Soumaya! Además de la moderna arquitectura del recinto, es por mucho es la colección de arte mundial más importante en Mexico. Grandes autores, obras de arte auténticas al alcance de la vista."
511,"Excelentes exposiciones, una gran experiencia al alcance de todos. Prepárate para una gran cantidad de obras tanto nacionales como extrajeras. Rampas y elevadores para facilitar el acceso a discapacitados."
512,"Un acercamiento al arte muy delicado y extenso, arquitectura hermosa! Hace falta actualizar los horarios de servicio para organizar mejor la visita, está marcado que cierran a las 5 pm, salimos a las 7:30 pm y seguía entrando gente 🤷🏼‍♀️"
513,"Un museo al que estás obligado a ir si es que vienes de viaje turístico, las obras contenidas en el museo son de notable importancia histórica y artística, el lugar está muy bien conservado para tener más de 20 años de construcción. Un gran museo."
514,"Hermoso y moderno Museo Soumaya en la Ciudad de México, ubicado en Plaza Carso Polanco.

De una arquitectura espectacular y el contraste del edificio con la colección que alberga es muy interesante. Otra para obligada para los amantes del arte en México.

Ofrece una excelente vista con exposiciones permanentes y temporales y de acceso gratuito"
515,"Una infraestructura muy chida y llama mucho la atención.
Hay un modernismo interesante, parecido a Corea en algunos aspectos."
516,Excelente para venir y tener conciencia que es un museo y tardaras tiempo en terminar de ver bien las exposiciones
517,"Puedes ir y compartí en pareja o solo. Existen visitas guiadas bilingües o bien en español. En total cinco pisos para visitar.
No se permite navajas y habrá revisión estrictamente en la entrada.
Hay control de grupos numerosos.
Hay baños en cada piso.
El estacionamiento es en Chedraui. No hay propios"
518,Hermoso lugar lleno de historia y esculturas magnificas
519,"Museo que brinda Carlos Slim, en una de sus organizaciones, dónde reúne una muestra, nacional e internacional bastante buena y extensa de numismatica, pinturas, plateria, marfil, entre otras más, lo recomiendo bastante para cualquier visitante, nacional y extranjero."
520,Exelente arquitectura. Disfrutalo con calma vale la pena
521,"Uno de los museos más atractivos visualmente y para visitar por la zona o para turistas en la cdmx
Siempre es gratuito sin embargo no recomiendo visitar en domingo pues es cuando más concurrido se encuentra"
522,"La arquitectura del museo es lo que más me gustó junto con la colección de esculturas ubicada en el último piso. Tiene una gran variedad de arte, artistas de distintas épocas y estilos. Una interesante colección de monedas y billetes utilizados a lo largo de la historia de México. Bellas obras realizadas sobre Marfil."
523,"Es un deleite regresar cada tanto a este museo, el arte sensibiliza los sentidos, llena de energía, renueva el ánimo. El personal ahí es de la mejor  educación y atención. En un lugar precioso de la ciudad, seguro, limpio, agradezco por brindarnos este magnífico museo"
524,"Preciosa arquitectura, lindas exposiciones sobre historia del arte y en particular de las artes plásticas mexicanas del siglo XX. Me faltó que hubiera obras de Frida Kahlo"
525,"¿Gratis?, Increíble es hermoso."
526,Fallo en mis expectativas pero aun así el lugar muy ordenado y limpio y el personal muy atento.
527,"Excelente lugar cuidado y muy hermoso, solo no lleven muchas cosas no pueden pasar con objetos como cigarros, encendedores, corta uñas y ebillas muy grandes"
528,"Es un museo, galeria de altisimo nivel, de buena calidad  mundial,  con amplio horario, la entrada es libre osea sin costo.......   vale por mucho la pena visitarlo...."
529,"Este museo es de los.mas nuevos en ciudad de México, tiene un diseño arquitectónico espectacular y muy llamativo. Es una belleza de edificio y todo su alrededor incluyendo la plaza CARSO diseñadas con el mismo concepto y buen diseño. Es un excelente sitio para realizar compras, pasear con la familia, tomar una comida de negocios, pasear y conocer más acerca de lo que se expone en el museo y divertirse en la plaza."
530,"Una experiencia única en México: arte, historia, arquitectura, numismática, literatura. La colección más completa que no hallarás en ningún otro recinto. Rembrandt, Van Gogh, Picasso, Clemente Orozco, Khalil Gibran, Botero entre muchísimos otros."
531,"Muy bonito el museo por dentro y por fuera, la colección de obras muy interesantes, lo único malo es que no hay suficiente ventilación ni aire acondicionado de ahí ahí fuera una muy buena visita al estar en CDMX"
532,Un lugar agradable para remontar el pasado hacia otras culturas otros años o siglos demasiado bien para lo impensable me asombre al entrar pues lo primero que ví fueron las puertas de el infierno una obra maestra
533,"Colección impresionante de arte en pinturas, esculturas, monedas. Un lugar de primera, instalaciones muy limpias, todo ordenado, vigilancia, en general es un museo de primer nivel, y por si fuera poco.. No cobran el acceso."
534,6 niveles llenos de arte de todas las épocas y de todo el mundo. En un edificio magnífico. Entrada es gratis. La mejor colección de Rodin fuera de Francia.
535,"De los edificios más bonitos en la CDMX, te puedes quedar tiempo apreciando las curvas que tiene, su tamaño y esa forma tan peculiar y característica. De la exposición que está actualmente mis favoritas son la sala 1 y 2."
536,"Un lugar maravilloso que no puedes perderte si te gusta el área artística. Recomendación: iniciar desde el último piso, de esa manera no será cansado y podrás disfrutar de todas las salas tranquilamente."
537,Los temas que expone son interesantes además de la variedad de obras que hay. En total son seis pisos.. Aunque el día que fui uno estaba cerrado ya que estaban preparando una exposición
538,"Realmente es un museo muy interesante y bonito, es un recorrido largo pero muy bueno y entretenido, su diseño están elegante y bonito por fuera y por dentro.
Tiene obras de arte muy difíciles de ver."
539,"Muy buena exposicion. Lo unico, la policia de la entrada, que pretendia hacer retroceder a toda la fila porque yo y mi amiga nos habiamos parado en el mismo espacio.... ridiculo ejercicio de poder"
540,"Es indescriptible todo lo que pueden ver this ojos en este lugar, preferentemente bush organizado, el señor Slim y familia si que supieron invertir en verdaderas obras de arte, desde réplicas hasta piezas únicas, si eres amante del arte definitivo no puede faltar a este lugar cuando vengas de visita a la ciudad de México,, tiene 6 pisos, el elevador te lleva hasta el 5to,y tu subes por las escaleras o la rampa al 6to, es recomendable ir en tenis puesto que son muchos pasos los que debes dar, y es mejor ir cómodamente, no apto para ir en zapatos en el caso de ser hombre, ni tacones si eres mujer, también se recomienda ir de arriba hacia abajo, es decir, en cuanto entres no te quedes en el piso de abajo y te vayas subiendo, es más cansado, es mejor tomar el ascensor y empezar desde el piso 6 hacia abajo, te recomiendo el piso donde está el arte hecho de piezas de marfil, es magnífico el detalle que tienen los asiáticos para realizar estas obras de arte, sin menospreciar ninguna pieza, pero definitivamente es de lo mejor, te sorprenderá ver la puerta del infierno en el piso uno, y el mural que tiene dos vistas, por el frente y por detrás, de lo mejor, el piso donde está los vestidos de la época colonial, wow, te quedaras con la boca abierta, los primer radios, en fin, tienes que verlo personalmente, y para terminar, como es sd suponer que terminaras tu y tus amigos con hambre después de tanto caminar y observar, el piso uno tiene un desnivel donde hay restaurante sanborns, perooo, como de costumbre esta lleno, puedes comer e la salida y después comer un rico helado en el. Mercado que está exactamente al pie de los escalones. Espero te sirva mi reseña, y deseo que disfrutes tu visita."
541,"Increíble diseño arquitectónico compuesto de placas de aluminio que dan la impresión que flotan alrededor del edificio, por dentro está dividido en 6 plantas conectadas entre sí mediante una rampa exterior en espiral, las playas ya no tienen un discurso cronológico, por lo que no importa el orden que lo recorras, vale la pena visitar cada una de ellas, el recorrido dura aproximadamente 2 horas por lo que se recomienda calzado cómodo y tomar tu tiempo, aprovechar la entrada gratuita de este museo que se convertirá en uno de tus preferidos."
542,"Esta bonito el museo y su diseño por fuera esta super bien, me gusto la sala de billetes y monedas antiguos."
543,"El museo está super padre, hay diversidad de esculturas, cuadros, etc, la unica desventaja es que casi no hay tiempo para leer los detalles de lo que tienen dentro del museo, pues los guardias apresuran debido a la congestión de personas por el covid"
544,El mejor museo desde mi punto de vista de la cuidad de México.
545,Hermoso como pocos. Las personas que trabajan ahí son muy respetuosos. Todos los pisos son interesantes. Pero el 5to o último es sublime.
546,Maravilla de la arquitectura moderna en Mexico 🇲🇽
547,"Un museo único en su estilo y gran belleza arquitectónica, encontrarás obras de artes de varias épocas de la historia contemporánea y moderna universal. Y podrás admirar obras de arte de artistas plásticos de México y todo el mundo."
548,"Un lugar emblemático de la ciudad.
La entrada es gratuita, es recomendable acudir témpano antes de las 11, después de ello encontearas una fila exageradamente grande y demmoraras entre unos 30 minutos a una hora para entrar."
549,"El Museo Jumex, ubicado en la Ciudad de México, es la plataforma principal de acción de Fundación Jumex Arte Contemporáneo, cuyo fundador y presidente es Eugenio López Alonso. Abrió sus puertas al público en noviembre de 2013 como institución dedicada al arte contemporáneo con el objetivo de convertirse en un laboratorio para la experimentación e innovación en las artes. A través de sus exposiciones y programas públicos, aspira a posicionarse como institución relevante en el campo del arte al producir, y coproducir en conjunto con otras instituciones, exposiciones e investigaciones originales que familiaricen al público con los conceptos y contextos que informan la producción artística en la actualidad. Durante su primera década, la Fundación Jumex se consolidó como la institución privada sin fines de lucro que apoyó a curadores y artistas que actualmente forman parte del panorama artístico contemporáneo nacional e internacional, y aunque había un público que asistía a las exposiciones en Ecatepec, López Alonso sabía que había que dar un paso más que le permitiera compartir su entusiasmo por el arte contemporáneo con un público más amplio."
550,Muy grata experiencia. Gran obra de diversas regiones del mundo en un mismo lugar.
551,Muy lindo el museo
552,Que lugar moderno instructivo fantástica su construcción me encantó regresare de nuevo
553,Hermoso lugar para fotos 🤳
554,"Esta hermoso, excelente cuidado de medidas de contagio, muy padre para ir con la familia, los fines de semana se llena mucho"
555,"Un excelente museo, las colecciones que ahí presentan son de talla internacional, la atención extraordinario, gracias Ing. Slim"
556,Lo mejor
557,"Lugar muy utilizado como destino para muchos grupos ciclistas ,y justo a un lado esta el acuario inbursa"
558,"Proyección ideal y hermosa de las capacidades del hombre a lo largo de los años, representaciones artísticas espectaculares ❤️"
559,"Arquitectura increíble, comenzando desde la fachada. Por ahora tienen exponiendo en el 5to. Y 6to. Piso obras de Rodin. Una visita agradable y muy interesante todas las exposiciones. 6 en total."
560,"Muy bonito y muy bienas exposiciones y los domingos él acceso es me parece gratuito o para algunas exposiciones, tambien esta él acuario imbursa y caminando puedes llegar a varias plazas y ya sea en auto o en trasporte publico hay muchas opciones para llegar ."
561,Excelente selección de obras de arte con acceso gratuito. Entrada gratuita y posibilidad de tomar fotografías sin flash. Altamente recomendable para todos los integrantes de la familia. Recomiendo llevar zapatos cómodos e iniciar el recorrido en la parte alta del museo e ir descendiendo.
562,"De los mejores museos de la ciudad y del país, el Museo mismo es una joya arquitectónica en el paisaje urbano de la ciudad de México. Dentro su colección es muy variada, con gran colección de pintores mexicanos y extranjeros, y una gran colección de esculturas de Rodin en el último piso.
La entrada es gratuita, pobre consuelo para el mexicano, cuyo dueño Slim hizo su fortuna en complicidad de la corrupción del gobierno mexicano y venta de Telmex, en perjuicio del pueblo mexicano."
563,Me encanta este museo
564,"Museo de arte misceláneo, faramalloso y esnobista atemporal. Nunca había asistido y jamás regresaré, ya que lo que nunca había hecho, llevar a mi madre a un recinto de este tipo, y como usa silla de ruedas... ¡El trato discriminatorio y sobre todo ""SUPER MAMILA"" de los empleados, me orillo a salirnos!"
565,"Excelente museo!! 6 pisos de grandes obras, esculturas, pinturas, murales, alfarería, documentos, Marfil y mucho más. Todo un día para recorrer el museo"
566,"El Museo Soumaya cuenta con un impresionante diseño arquitectónico, las exposiciones que podemos encontrar dentro en las salas, son muy interesantes, desde piezas de colección y antigüedades, hasta obras de los grandes maestros."
