,teatro_id,teatro_nombre,teatro_fecha_fundacion,teatro_adscripcion,teatro_calle_numero,teatro_colonia,teatro_cp,teatro_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
151,978,"Cirkóptero (espacio de creación, entrenamiento y presentación de artes circenses)",2019-05-04,,Xicoténcatl 110,Col. Del Carmen,04100,55 7030 6833,http://www.cirkoptero.com.mx,crucesintervencion.ac@gmail.com,19.35474,-99.15343,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=978,2021-09-24T06:25:17-05:00
152,432,Teatro Carlos Ancira,1986-04-01,Delegación Coyoacán/Casa de la Cultura Ricardo Flores Magón,Calz. de la Virgen s/n esq. Canal Nacional,Col. Carmen Serdán,04910,(55) 5607 0888,,casadelacultura.floresmagon@gmail.com,19.32313,-99.10258,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=432,2015-04-27T10:01:02-05:00
153,660,Aula Teatro Escenario Justo Sierra de la Facultad de Filosofía y Letras,1960-01-01,Colegio de Literatura Dramática y Teatro/UNAM,,Cd. Universitaria,04510,55 5622 1884,http://teatro.filos.unam.mx/inicio/estudiantes/area-de-teatros/,teatro@filos.unam.mx,19.33443,-99.18727,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=660,2021-09-29T07:45:04-05:00
154,466,Teatro de las Artes,1994-11-24,Secretaría de Cultura/CENART,Av. Río Churubusco 79,Col. Country Club,04220,55 4155 0000 ext. 1273,http://www.cenart.gob.mx/ubicaciones/teatro-de-las-artes/,edelavega@cultura.gob.mx,19.35628,-99.13892,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=466,2021-09-01T09:28:09-05:00
155,458,Teatro Santa Catarina,1970-08-05,UNAM / Dirección de Teatro,Jardín de Santa Catarina 10 esq. Progreso y Francisco Sosa,Barrio de Santa Catarina,04000,55 5658 0560,http://www.teatro.unam.mx/wwwteatrounam/Paginas/stacatarina.html,contactoteatrounam@gmail.com,19.34956,-99.17127,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=458,2021-10-28T12:37:39-05:00
156,469,Teatro Raúl Flores Canelo,1995-07-15,Secretaría de Cultura/CENART,Río Churubusco 79 esq. Calz. de Tlalpan,Col. Country Club,04220,(55) 4155 0000 exts. 1508 y 1513,http://www.cenart.gob.mx/ubicaciones/teatro-raul-flores-canelo/,fdiazc@conaculta.gob.mx; malfredo@conaculta.gob.mx; acolumna@conaculta.gob.mx,19.35626,-99.14267,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=469,2016-04-18T22:30:18-05:00
157,485,Teatro del Museo de las Ciencias Universum,1992-12-12,UNAM/Centro Cultural Universitario/Museo de las Ciencias Universum,Circuito Mario de la Cueva s/n ,Ciudad Universitaria,04510,(55) 5622 7287,http://www.universum.unam.mx,scape@unam.mx,19.31109,-99.18135,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=485,2016-08-01T09:38:02-05:00
158,701,Teatro Bar El Vicio ,2005-09-02,,Madrid 13,Col. Del Carmen,04000,55 5659 1139,http://www.elvicio.com.mx/,,19.35739,-99.1642,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=701,2021-09-14T05:38:10-05:00
159,481,Espacio C Héctor Azar,2005-04-02,"Centro de Arte Dramático, A.C.",Av. Centenario 26 esq. Belisario Domínguez,Col. Del Carmen,04000,55 5554 9091,https://cadac1975.wordpress.com/espacio-c-hector-azar/,cadac1975@hotmail.com,19.35053,-99.16409,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=481,2021-09-29T15:13:42-05:00
160,679,Foro Enrique Alonso,1994-09-10,Casa de Cultura Raúl Anguiano,Rey Nezahualcóyotl esq. Yaquis s/n ,Col. Ajusco Huayamilpas,04300,55 5617 9189,http://cdmxtravel.com/es/lugares/casa-cultural-raul-anguiano.html,casaculturalraulanguiano@hotmail.com,19.32275,-99.1511,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=679,2021-10-01T07:53:59-05:00
161,532,Teatro Juan Ruiz de Alarcón,1979-02-26,UNAM/Centro Cultural Universitario,Av. Insurgentes Sur 3000,Cd. Universitaria,04510,(55) 5665 5021,http://www.teatro.unam.mx/wwwteatrounam/Paginas/juanruiz.html,mergold@servidor.unam.mx y teatrounam@hotmail.com,19.32198,-99.18038,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=teatro&table_id=532,2015-01-26T10:20:49-06:00
162,994,Anfiteatro del Parque La Mexicana,2018-11-25,,Av. Luis Barragán 505,Santa Fe,05348,,https://parquelamexicana.mx/, info@parquelamexicana.mx,19.35532,-99.27323,9,4,1,Ciudad de México,Cuajimalpa de Morelos,Cuajimalpa de Morelos,http://sic.gob.mx/ficha.php?table=teatro&table_id=994,2021-01-15T16:01:13-06:00
163,714,Teatro Banamex Santa Fe,2009-11-03,,"Lateral autopista México-Toluca 1235, int. Plaza Zéntrika",Col. Lomas de Santa Fe,05300,55 5207 14 98,http://mejorteatro.com/teatro-banamex-santa-fe/,teatrosantafe@mejorteatro.com.mx,19.35908,-99.27509,9,4,1,Ciudad de México,Cuajimalpa de Morelos,Cuajimalpa de Morelos,http://sic.gob.mx/ficha.php?table=teatro&table_id=714,2021-09-01T08:57:13-05:00
164,199,Teatro Morelos IMSS,1962-02-23,Instituto Mexicano del Seguro Social (IMSS),Av. San Juan de Aragón 311 esq. Eduardo Molina,Col. San Pedro El Chico,07480,(55) 5781 4390,http://www.imss.gob.mx/PrestacionesIMSS/MapaUnidades.aspx?a=9&15425=,jamorales2009@live.com.mx,19.47848,-99.09733,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=199,2017-03-02T10:52:26-06:00
165,440,Teatro al Aire Libre Carlos Colorado,1984-01-01,Gobierno del Distrito Federal/Delegación Gustavo A. Madero,Av. Ejido esq. Benito Juárez,Col. 25 de Julio,07520,(55) 5118 2800 ext. 7201,http://www.gamadero.df.gob.mx/gam2007/principal.html,culturaydeporte_gam@yahoo.com.mx,19.49541,-99.08091,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=440,2017-03-02T11:54:51-06:00
166,685,Sala de Conciertos Tepecuicatl,1993-03-17,Delegación Gustavo A. Madero/Subdirección de Promoción y Difusión Cultural,Av. Cantera 12 esq. Misterios<br>Barrio Rosas del Tepeyac,,,"(55) 5748 0675, 0949",,,19.48911,-99.11692,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=685,2017-03-01T11:59:54-06:00
167,439,Teatro Francisco Fuentes Madaleno,1952-01-01,Gobierno del Distrito Federal/Delegación Gustavo A. Madero,"Av. Lindavista s/n entre Matanzas y Lima, Parque Deportivo Miguel Alemán",Col. Lindavista,07300,(55) 5119 5364,http://www.gamadero.gob.mx/gam2007/conocegam/cultura%20y%20deportes/principal%20cultura%20y%20deportes.html,,19.49283,-99.12801,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=439,2017-03-01T11:53:30-06:00
168,252,Teatro Tepeyac Carmen Montejo,1960-06-19,Instituto Mexicano del Seguro Social (IMSS),Calz. de Guadalupe 497,Col. Estrella,07810,(55) 5517 6560,http://www.teatrodelanacion.com.mx/,tinohidalgo@hotmail.com,19.47342,-99.12127,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=252,2017-08-07T14:09:53-05:00
169,402,Teatro al Aire Libre Tío Gamboin,1972-12-01,Gobierno del Distrito Federal/Secretaría del Medio Ambiente/Centro de Convivencia Infantil,"Av. Loreto Fabela s/n, Bosque de San Juan de Aragón",,07920,"(55) 5551 0028, 29 ext. 109",http://www.sma.df.gob.mx/sma/index.php?opcion=26&id=43,bosquearagon@hotmail.com,19.4613,-99.0793,9,5,1,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,http://sic.gob.mx/ficha.php?table=teatro&table_id=402,2017-03-02T12:40:33-06:00
170,728,Teatro del Centro Cultural Fausto Vega,2014-03-09,Alcaldía Iztapalapa/Dirección Ejecutiva de Cultura,Alfonso del Toro s/n,Col. Escuadrón 201,09000,55 4528 2551,https://carteleradeteatro.mx/teatro/teatro-del-centro-cultural-fausto-vega/,fidel.sandoval70@gmail.com; promocionculturaliztapalapa@gmail.com,19.36668,-99.11116,9,7,1,Ciudad de México,Iztapalapa,Iztapalapa,http://sic.gob.mx/ficha.php?table=teatro&table_id=728,2021-10-21T09:26:08-05:00
171,735,Foro Escénico del Faro de Oriente,2011-09-01,Secretaría de Cultura de la Ciudad de México,Calz. Ignacio Zaragoza s/n,Col. Fuentes de Zaragoza,09150,(55) 5738 7443 ,https://www.cultura.cdmx.gob.mx/recintos/faro-oriente,farodeorientedireccion@yahoo.com.mx,19.36994,-99.01008,9,7,1,Ciudad de México,Iztapalapa,Iztapalapa,http://sic.gob.mx/ficha.php?table=teatro&table_id=735,2019-02-07T07:30:45-06:00
172,315,Teatro del Fuego Nuevo,1979-05-04,"Universidad Autónoma Metropolitana, Unidad Iztapalapa","Av. San Rafael Atlixco 186, edif. B,  P.B.",Col. Vicentina,09340,"(55) 5804 4820, 5804 4821",http://www.comunicacionsocial.uam.mx/cultura.html,,19.36128,-99.07245,9,7,1,Ciudad de México,Iztapalapa,Iztapalapa,http://sic.gob.mx/ficha.php?table=teatro&table_id=315,2017-10-10T14:46:39-05:00
173,417,Teatro San Jerónimo,1962-04-01,,"Periférico Sur 3400, Unidad Independencia",Col. San Jerónimo Lídice,10100,(55) 5595 2117,,,19.33404,-99.20972,9,8,1,Ciudad de México,La Magdalena Contreras,La Magdalena Contreras,http://sic.gob.mx/ficha.php?table=teatro&table_id=417,2016-08-01T10:49:25-05:00
174,512,Foro La Gruta,1988-01-13,Secretaría de Cultura l/Centro Cultural Helénico,Av. Revolución 1500,Col. Guadalupe Inn,01020,55 4155 0919,http://www.helenico.gob.mx,,19.35245,-99.19013,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=512,2021-09-17T14:24:26-05:00
175,511,Teatro del Centro Cultural Helénico,1979-06-12,Secretaría de Cultura Federal/Centro Cultural Helénico,Av. Revolución 1500,Col. Guadalupe Inn,01020,55 4155 0900 y 01,http://www.helenico.gob.mx,helenico@correo.conaculta.gob.mx,19.35306,-99.19005,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=511,2021-09-20T07:32:26-05:00
176,251,Teatro Santa Fe/Unidad Médico Familiar 12,1958-03-07,Instituto Mexicano del Seguro Social (IMSS),Plaza de los Héroes  s/n,U.H. Santa Fe,01170,55 5516 2163,,teatrosantafeimss@hotmail.com,19.38827,-99.20458,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=251,2021-09-20T11:19:24-05:00
177,423,Teatro López Tarso,1988-01-29,Gobierno de la ciudad de México/Centro Cultural San Ángel,Av. Revolución 1733 esq. Francisco I. Madero,Col. San Ángel,01000,55 5616 1254,,centroculturalsanangel@hotmail.com,19.34542,-99.19038,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=423,2021-09-17T14:59:40-05:00
178,478,Claustro Románico,1979-06-12,"Instituto Cultural Helénico, A.C.",Av. Revolución 1500,Col. Guadalupe Inn,01020,55 1885 8445,https://helenico.edu.mx/,ich@helenico.edu.mx; vinculacion@helenico.edu.mx,19.35301,-99.18987,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=478,2022-03-16T02:54:25-06:00
179,931,Foro 18*69,1000-01-01,,Insurgentes Sur 1869,Col. Guadalupe Inn,01020,55 5661 5062,http://foro1869.com,m.dominguez@foro1869.com,19.35495,-99.18541,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=931,2021-09-17T13:55:17-05:00
180,477,Teatro Carpa Geodésica,1975-01-06,"Teatro de Papel, A.C.",Av. de los Insurgentes Sur 2135,Col. San Ángel,01000,55 5616 0866,,teatrocarpageodesica@hotmail.com,19.34571,-99.18856,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=477,2021-09-20T06:24:57-05:00
181,422,Teatro de la Juventud,1989-01-01,"Alcaldía Álvaro Obregón/Dirección General de Cultura, Educación y Deporte/Coordinación de Fomento Cultural y Educación",Calle 10 s/n esq. Canario,Col. Tolteca,01150,55 5276 6865,https://carteleradeteatro.mx/teatro/sur/teatro-de-la-juventud/,teatro_juventud_dao@hotmail.com,19.39025,-99.19472,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=422,2021-09-20T06:33:28-05:00
182,513,Capilla Gótica del Siglo XIV ,1979-06-12,"Instituto Cultural Helénico, A.C.",Av. Revolución 1500,Col. Guadalupe Inn,01020,55 1885 8445,https://helenico.edu.mx/,ich@helenico.edu.mx; vinculacion@helenico.edu.mx,19.35302,-99.18987,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=teatro&table_id=513,2022-03-16T02:55:39-06:00
183,914,Teatro Royal Pedregal,1000-01-01,,Periférico Sur 4363,Col. Jardines en la Montaña,14210,(55) 2155 3420,https://www.facebook.com/TeatroRoyalPedregal/,,19.30365,-99.20023,9,12,0,Ciudad de México,Tlalpan,,http://sic.gob.mx/ficha.php?table=teatro&table_id=914,2017-05-12T11:31:51-05:00
184,332,Foro José Solé,1999-11-21,Delegación Zona Regional Sur del ISSSTE/Subdirección de Acción Cultural,San Fernando 15,Col. Toriello Guerra,14050,(55)  5665 1245,,,19.29387,-99.17168,9,12,1,Ciudad de México,Tlalpan,Tlalpan,http://sic.gob.mx/ficha.php?table=teatro&table_id=332,2017-02-28T10:35:03-06:00
185,927,Foro Cultural Quetzalcoatl,1969-01-01,Delegación Xochimilco,Guadalupe I. Ramírez 4,Barrio El Rosario,16090,(55) 5334 06 00 ext. 3629,https://www.facebook.com/pages/Foro-Cultural-Quetzalcoatl/1450692555172717,,19.26376,-99.10518,9,13,1,Ciudad de México,Xochimilco,Xochimilco,http://sic.gob.mx/ficha.php?table=teatro&table_id=927,2017-10-10T15:57:36-05:00
186,689,Foro de los Hermanos Soler,1957-01-01,Gobierno del Distrito Federal/Delegación Benito Juárez,Miguel Laurent entre Dr. Vertiz y División del Norte,Col. Santa Cruz Atoyac,03310,55 5422 5300 ext. 1293,,,19.37314,-99.15607,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=689,2021-09-21T07:19:49-05:00
187,431,Foro Cultural San Simón,1993-05-06,Gobierno del Distrito Federal/Delegación Benito Juárez,Juan Escutia s/n esq. Pascual Ortiz Rubio,Col. San Simón Ticumán,03660,55 5672 5382,https://inba.gob.mx/recinto/485,,19.37473,-99.14328,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=431,2021-09-21T06:55:52-05:00
188,811,El Telón de Asfalto,1995-03-14,,Perpetua 4,Col. San José Insurgentes,03900,55 5615 0598 ,http://www.telondeasfalto.com.mx/,info@telondeasfalto.com.mx,19.36606,-99.18243,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=811,2021-09-21T06:10:16-05:00
189,521,Teatro  Libanés,1986-01-23,"Centro Libanés, A.C.",Barranca del Muerto esq. 2 de Abril,Col. Crédito Constructor,03940,55 5662 8178,http://www.teatrolibanes.com/teatro-libanes.html,,19.36308,-99.18054,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=521,2021-09-27T10:40:58-05:00
190,509,Foro al aire libre Gabriel Figueroa,2012-11-08,Secretaría de Cultura/Cineteca Nacional,Av. México Coyoacán 389 ,Col. Xoco,03330,55 4155 1200,https://www.cinetecanacional.net/controlador.php?opcion=FoAL,info@cinetecanacional.net,19.36047,-99.16475,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=509,2021-11-11T11:38:30-06:00
191,839,Amacalone. Teatro de arte dramático,2013-07-01,,Soria 65,Col. Alamos,03400,55 1360 6384,,amacalone@hotmail.com,19.39779,-99.14324,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=839,2021-09-20T11:46:38-05:00
192,522,Teatro de los Insurgentes,1953-04-30,"Televisa, S.A. de C.V.",Insurgentes Sur 1587,Col. San José Insurgentes,03900,55 5598 6894,http://cdmxtravel.com/es/lugares/teatro-de-los-insurgentes.html,teatroinsurgentes@prodigy.net.mx,19.36408,-99.18242,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=522,2021-09-28T08:42:22-05:00
193,389,Sala Julián Carrillo,1976-10-11,UNAM/Radio UNAM,Adolfo Prieto 133,Col. del Valle,03100,55 5623 3281,http://www.radiounam.unam.mx/,radio@unam.com,19.39834,-99.16608,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=389,2021-09-21T13:54:57-05:00
194,494,Foro Contigo América,1990-08-18,"Contigo America Institución Teatral Independiente, A.C. ",Arizona 156,Col. Nápoles,03810,55 5669 3589,http://contigoamerica.org.mx,contigoamerica@yahoo.com.mx,19.39281,-99.18057,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=494,2021-09-20T12:18:42-05:00
195,424,Teatro Polyforum,1971-12-15,"Polyforum Cultural Siqueiros, A.C.",Insurgentes Sur 701 esq. Filadelfia,Col. Nápoles,03810,55 5536 4520 ext. 102,http://cdmxtravel.com/es/lugares/polyforum-cultural-siqueiros.html,dralfredosuarez@polyforumsiqueiros.com,19.39333,-99.1734,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=424,2021-09-29T05:57:16-05:00
196,483,Teatro 11 de Julio,1960-04-29,"Sindicato de Trabajadores Mineros, Metalúrgicos y Similares de la R.M.",Doctor Vértiz 668,Col. Narvarte,03020,55 5538 2964,http://cdmxtravel.com/es/lugares/teatro-11-de-julio.html,,19.39661,-99.15069,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=483,2021-09-27T11:39:36-05:00
197,429,Teatro María Tereza Montoya,1985-05-01,Gobierno del Distrito Federal/Delegación Benito Juárez,Eje Central Lázaro Cárdenas 912 entre Ejes 5 y 6 Sur,Col. Segunda del Periodista,03620,55 5674 2533,http://cdmxtravel.com/es/lugares/teatro-maria-tereza-montoya.html,,19.38253,-99.14729,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=429,2021-09-28T10:53:24-05:00
198,846,Foro El Cubo,2015-06-04,Compañía Perro Teatro,Lic. Grajales Robles 28 esq. Adolfo Prieto y Mier y Pesado,Col. Del Valle,03103,55 3389 0767,https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-el-cubo,perroteatro@yahoo.com; foroelcubo@gmail.com,19.40007,-99.16431,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=846,2021-09-21T13:05:14-05:00
199,918,Foro Teatral Bellescene,2017-04-08,,"Zempoala 90, esq. La Morena y Xola",Col. Narvarte,03020,55 7576 9084,https://www.timeoutmexico.mx/ciudad-de-mexico/teatro/foro-cultural-bellescene,socialbellescene@gmail.com,19.39782,-99.14793,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=918,2021-09-21T13:11:44-05:00
200,484,Teatrín Pedro Infante,2000-10-21,Asociación Nacional de Actores (ANDA),Petén 45 Nte.,Col. Narvarte,03020,55 5519 3507,,iasoler@institutoandressoler.com,19.40237,-99.15194,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=484,2021-07-09T15:17:47-05:00
201,342,Teatro de la Comedia - Wilberto Cantón,1983-04-13,Sociedad General de Escritores de México SOGEM,José María Velasco 59,Col. San José Insurgentes,03900,55 5660 8590,https://www.sogem.org/teatrowilbertocanton,teatrodelacomedia@gmail.com; jgutierrez@sogem.org.mx,19.36422,-99.18653,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=342,2021-09-28T08:28:35-05:00
202,520,Teatro Luis G. Basurto,1965-01-01,"Asociación de Escritores de México, A.C., Centro Cultural La Pirámide",Calle 24 y Cda. Pirámide,Col. San Pedro de los Pinos,03800,,,lapiramide@yahoo.com,19.38576,-99.18995,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=520,2017-03-02T12:21:56-06:00
203,204,Teatro Julio Prieto,1960-05-19,Instituto Mexicano del Seguro Social (IMSS),Av. Xola 809 esq. Nicolás San Juan,Col. Del Valle,03100,55 5639 9816,,eric.santos@imss.gob.mx,19.39602,-99.16114,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=teatro&table_id=204,2021-09-28T09:02:17-05:00
204,871,Foro La Teatrería,2015-02-25,,Tabasco 152,Col. Roma,,(55) 5207 3234,http://lateatreria.com,shoshana@lateatreria.com,19.41919,-99.15931,9,15,0,Ciudad de México,Cuauhtémoc,,http://sic.gob.mx/ficha.php?table=teatro&table_id=871,2017-03-13T13:57:55-06:00
205,401,Teatro Profr. Ismael Rodríguez Aragón,1990-12-01," Unidad Cultural y Recreativa, Sindicato Nacional de Trabajadores del Seguro Social (SNTSS)",Sonora 13,Col. Roma,06700,(55) 52416000,http://www.sntss.org.mx/inicio,gonzalezgar_1323@hotmail.com,19.42008,-99.17349,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=401,2014-10-20T11:54:58-05:00
206,427,Teatro Benito Juárez,1984-01-01,Secretaría de Cultura del Gobierno de la Ciudad de México,Villalongín 15,Col. Cuauhtémoc,06500,(55) 5592 7389,,cst.benitojuarez@gmail.com,19.43199,-99.16095,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=427,2016-10-27T12:07:26-05:00
207,929,"Un Teatro, Alternativa Escénica",2013-04-30,"Reallizando Ideas, A.C.",Av. Nuevo León 46,Col. Hipodromo Condesa,06170,55 2623 1333,http://www.unteatro.org/,unteatrodifusion@gmail.com,19.4139,-99.17108,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=929,2020-05-18T07:39:33-05:00
208,475,Sala Moliere,1949-01-01,Instituto Francés de América Latina (IFAL),Río Nazas 43,Col. Cuauhtémoc,06500,(55) 5566 0777 al 80,http://www.ambafrance-mx.org/rubrique.php3?id_rubrique=69,,19.4326,-99.16677,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=475,2017-02-28T13:06:56-06:00
209,987,Foro La Nabe,2016-01-01,,Linares 26,Col. Roma Sur,06760,55 2322 9306,https://forolanabe.com/,forolanabe@hotmail.com,19.44165,-99.15167,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=987,2020-05-20T16:00:05-05:00
210,507,Teatro Venustiano Carranza,1974-10-24,Confederación de Trabajadores de México (CTM),Antonio Caso 67,Col. San Rafael,06470,(55) 5546 3940,,varelaproduccionesteatrales@yahoo.com.mx,19.43457,-99.15876,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=507,2017-12-17T12:11:40-06:00
211,779,Teatro del Hotel NH,2006-05-31,Ocesa,"Liverpool 155, Zona Rosa",Col. Juárez,06600,(55) 5229 1559,http://mejorteatro.com/teatro-del-hotel-nh/,,19.42436,-99.1648,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=779,2017-03-01T12:51:37-06:00
212,463,Teatro Lotería Nacional,1974-06-01,Lotería Nacional para la Asistencia Pública,Av. Hidalgo 130,Col. Tabacalera,06030,"(55) 5140 7000 exts. 3605, 3140, 3141",http://www.lotenal.gob.mx,correo@lotenal.gob.mx,19.43761,-99.14877,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=463,2017-03-01T11:15:54-06:00
213,827,Sala de teatro Así que pasen cinco años,2013-10-24,Telemakia Teatro,Cacahuamilpa 24,Col. Hipodroma Condesa,,55 6390 2422,http://www.facebook.com/telemakia.heleannejuancristobalcastillo,heleannebs@hotmail.com,19.41528,-99.16773,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=827,2021-05-27T04:29:12-05:00
214,420,Teatro de la Ciudad Esperanza Iris,1918-05-25,Secretaría de Cultura del Gobierno de la Ciudad de México,Donceles 36,Centro,06010,55 1719 3000 ext. 2006,http://teatros.cultura.cdmx.gob.mx/foro/teatro-de-la-ciudad-esperanza-iris,teatros.direccion@gmail.com,19.43669,-99.13725,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=420,2021-01-22T08:49:12-06:00
215,770,Foro del Tejedor,1000-01-01,Cafebrería el Péndulo S.A. de C.V. ,"Alvaro Obregon 86, piso 3 (entre Orizaba y Córdova)",Col. Roma,06700,55 5574 7034,http://forodeltejedor.com,esteban@pendulo.com; xana@pendulo.com,19.41863,-99.15915,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=770,2021-07-26T06:21:27-05:00
216,812,Foro Nahui Olin,2011-01-01,Centro Cultural Sylvia Pasquel,Av. Juan Escutia  96,Col. Condesa,06140,(55) 5211 4941,http://www.centroculturalsylviapasquel.com/NAHUI.html,foropasquel@hotmail.com; marisol@centroculturalsylviapasquel.com,19.41563,-99.17655,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=teatro&table_id=812,2015-06-24T14:31:57-05:00
