,galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
199,132,Tasting Art,2015-01-01,, Plaza San Jacinto 20 ,San Angel,01000,55 5419 4553,http://www.tastingart.mx/,contacto@tastingart.mx,19.3439,-99.19253,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=132,2021-07-14T08:24:06-05:00
200,1459,Galería Sor Juan Inés de la Cruz,1000-01-01,Centro Cultural Juan Rulfo,Campana 59,Col. Insurgentes Mixcoac,03920,55 5598 1656,http://cdmxtravel.com/es/lugares/centro-cultural-juan-rulfo.html,,19.37199,-99.18457,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1459,2020-10-13T05:38:16-05:00
201,1526,Galería de la Cineteca Nacional,2015-08-12,Secretaría de Cultura ,Av. México Coyoacán 389,Col. Xoco,03330,55 4155 1200,https://www.cinetecanacional.net/controlador.php?opcion=GLRA,,19.36011,-99.16369,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1526,2020-10-13T05:34:31-05:00
202,1460,Galería José Chávez Morado,1975-01-01,Casa de Cultura Juan Rulfo/Alcaldía Benito Juárez,Campana 59,Col. Insurgentes Mixcoac,03920,55 5598 1656,http://cdmxtravel.com/es/lugares/centro-cultural-juan-rulfo.html,,19.37197,-99.18443,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1460,2020-10-13T05:29:59-05:00
203,1725,Estudio URSS,2020-01-31,,Av Revolución 557 piso 1,Col. San Pedro de los Pinos,03800,,,adriana@ussr.mx,19.38604,-99.18665,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1725,2021-07-21T09:51:38-05:00
204,462,Galería Rafael Rabec,2014-01-01,,Calle Diecinueve 89-A ,Col. San Pedro de los Pinos,03800,55 5515 6371,http://www.galeriarafaelrabec.com/,informes@galeriarafaelrabec.com,19.38802,-99.18369,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=462,2020-12-02T05:16:40-06:00
205,989,Galería Inverarte,2000-01-01,,Santa Rosalía 409,Col. Del Valle,03100,55 5559 3208  ,http://www.inverarte.com/,info@inverarte.com,19.38095,-99.17508,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=989,2021-07-14T05:12:08-05:00
206,479,Galería Alfredo Atala Boulos ,1000-01-01,"Centro Libanés, A.C.",Hermes 67,Col. Crédito Constructor,03940,55 5228 9933,http://www.centrolibanes.org.mx,,19.36355,-99.18026,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=479,2020-10-13T05:48:44-05:00
207,1475,SOMA,2009-11-01,,Calle 13 núm. 25 ,Col. San Pedro de los Pinos,03800,55 5277 4947,http://somamexico.org,info@somamexico.org,19.3905,-99.18551,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1475,2020-11-06T04:40:34-06:00
208,566,Fundación Sebastián,1997-11-13,Fundación Cultural Sebastián A.C.,Av. Patriotismo 304,Col. San Pedro de los Pinos,03800,55 5272 0539,http://www.fundacionsebastian.org/2014/,contacto@fseb.org,19.39307,-99.18211,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=566,2022-04-06T08:20:30-05:00
209,1882,Galería Málaga,2012-08-25,,Málaga 92,Col. Insurgentes Mixcoac,03920 ,55 5615 5393 	,https://galeriamalaga.com/index.php/es/,galeriamalagamexico@gmail.com,19.37196,-99.1821,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1882,2021-12-16T06:42:15-06:00
210,1572,Galería V&S ,2013-10-01,,Xola 1662,Col. Narvarte,03020,55 7826 4185,,info@galeria-vs.com,19.39565,-99.14984,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=galeria&table_id=1572,2020-11-09T06:04:33-06:00
211,1648,Galería Panteón,2016-01-28,Gobierno de la Cudad de México/Centro Cultural Panteón,Donceles 64,Centro,06600,55 5264 2095,https://panteon.negocio.site/,infopanteonmx@gmail.com,19.43628,-99.13508,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1648,2021-07-13T09:22:33-05:00
212,232,Galería Celda Contemporánea,2004-04-19,Universidad del Claustro de Sor Juana,Izazaga 92 ,Centro,06080,55 5130 3300,http://www.ucsj.edu.mx/conocenos/instalaciones/celda-contempor%C3%A1nea.html,celdacontemporanea@gmail.com,19.42653,-99.13593,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=232,2021-07-12T07:09:18-05:00
213,1500,Galería Afirme,2015-05-28,Fundación Villacero,Plaza de la República 26 piso 1,Col. Cuauhtémoc,06030,55 5140 3000 ext. 262021,https://www.galeriaafirme.com/,herbert.perdomo@galeriaafirme.com,19.43527,-99.15468,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1500,2021-03-01T05:05:33-06:00
214,499,Galería José García,2015-01-01,,Sabino 276,Col. Santa María  la Ribera,06400,55 5207 6883,http://josegarcia.mx/,info@josegarcia.mx,19.4542,-99.15907,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=499,2020-04-21T13:58:27-05:00
215,1011,Galería Goya,2014-02-01,Foro Cultural Goya,"Av. Chapultepec 151, int. 16",Col. Juárez,06700,55 4444 2299,,galeriagoya@hotmail.com,19.42697,-99.15647,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1011,2020-11-06T06:22:50-06:00
216,1830,Ladrón Galería,2015-01-01,,José María Barragán núm. 383 ,Col. Buenos Aires,06780,"55 4659 7253, 4861 8580 ",,ladrongaleria@gmail.com,19.40632,-99.14667,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1830,2021-03-03T04:41:59-06:00
217,1847, Galería de Arte Memorias de Utopía ,2016-01-01,Corporativo Pascual,Clavijero 60,Col. Tránsito,06840, 55 5132 0830,https://www.pascual.com.mx/fundacion-cultural/,fundacionpascual@prodigy.net.mx  ,19.42044,-99.12936,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1847,2021-07-14T03:34:08-05:00
218,696,Galería Traeger and Pinto,1999-01-01,,Colima 179,Col. Roma,06700,55 5525 4500,https://galeriasmx.com/galerias/traeger-pinto-galeria/,traeger@traeger-pinto.com,19.41992,-99.16058,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=696,2021-07-13T07:53:05-05:00
219,1038,Specta Galería,2019-12-17,,Nápoles 60,Col. Juárez,06600, 55 3506 0042,http://spectagaleria.com/,contacto@spectagaleria.com,19.42623,-99.15962,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1038,2021-03-16T06:53:33-06:00
220,1168,Galería PEQUOD CO.,2020-06-01,,Lancaster 29,Col. Juárez,06600,55 2462 0103,https://www.pequodco.com/,paulina@pequodco.com,19.42552,-99.16771,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1168,2020-11-13T03:34:55-06:00
221,1234,Art Space México,2014-01-01,,Campeche 281,Col. Condesa,06100,55 1800 2003   ,,contacto@artspacemexico.com,19.40844,-99.17075,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1234,2021-04-12T04:25:59-05:00
222,534,Espacio de exhibición de Squash73,2018-03-01,Squash 73,Mtro. Antonio Caso 147,Col. San Rafael,06470,55 8434 3659,https://squash73.mx/espacio-exhibicion/,info@squash73.mx,19.43549,-99.16487,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=534,2021-08-03T10:52:11-05:00
223,959,Galería  X Espacio de Arte,2011-02-04,,Av. Mazatlan 5,Col. Hipódromo Condesa,06140,55 5564 5175,https://www.xespacio.mx/,info@xespacio.mx,19.41732,-99.17559,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=959,2021-03-02T03:34:27-06:00
224,1017,Galería Rullán,2010-01-01,,Insurgentes Sur 132,Col. Tabacalera,06030,55 5566 5806,,galeriaullan@hotmail.com,19.43341,-99.15817,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1017,2020-04-22T03:26:36-05:00
225,1236,Galería White Cremnitz,2014-05-08,,Bolívar 87 C,Centro,06080,044 55 2699 0710,http://www.whitecremnitz.com,info@whitecremnitz.com,19.42848,-99.13919,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1236,2020-04-23T13:21:39-05:00
226,1646,Angelo's Galería,2016-06-01,,Londres 162,Col. Juárez,06600, 55 2368 9425,,,19.42438,-99.16585,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1646,2020-12-02T09:58:17-06:00
227,187,Galería Metropolitana,1974-01-01,Universidad Autónoma Metropolitana,Av. Medellín 28,Col. Roma,06700,55 5511 0809,http://www.uam.mx/_serv_comunidad/centros_culturales.html,comunicacionyenlace.dav.uam@gmail.com,19.42137,-99.16678,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=187,2020-04-23T17:26:17-05:00
228,1400,Parakata Galería Michoacana,2014-11-19,Hotel Downtown México,Isabel La Católica núm. 30,Centro Histórico,06010,55  4332 0776,,parakatagaleria@gmail.com,19.43286,-99.1366,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1400,2021-07-13T06:49:22-05:00
229,1491,Galería de Arte ISMOS,2013-01-01,Joyería Mexicana Contemporánea ,Fernando Montes de Oca 47,Col. Condesa,06140,55 5286 1535,https://www.ismosjoyeria.com.mx/home,ismosjoyeria@gmail.com,19.41313,-99.17477,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1491,2021-07-14T03:58:51-05:00
230,1919,Altar Galería,2022-02-01,Cihuah Store,Havre 68,Col. Juárez,06600,,, info@cihuah.com,19.42574,-99.16064,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1919,2022-06-13T08:43:25-05:00
231,1205,Jardín del Arte Sullivan,1958-01-01,Asociación Jardín del Arte A.C.,Sullivan s/n,Col. San Rafael,06500,,,,19.43297,-99.16228,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1205,2020-11-04T06:35:13-06:00
232,51,Proyecto H Contemporáneo,2013-01-01, ,Guadalajara 88,Col. Roma,06700,55 5211 4087,https://www.proyectoh.com/,info@proyectoh.com,19.41702,-99.17186,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=51,2021-07-14T08:12:45-05:00
233,1888,Galería Yawí,1000-01-01,Calpulli Netzahualcóyotl S.C.de R.L. de C.V.,Monte de Piedad 15 -108,Centro Histórico,06000,55 2898 6634,http://arteyawi.com/,arteyawi@gmail.com,19.43335,-99.13434,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1888,2021-03-03T04:27:44-06:00
234,1022,Galería Abraham Zabludosky,1946-01-01,Secretaría de Cultura/Biblioteca de México José Vasconcelos,Plaza de la Ciudadela 4,Centro,06040,55 4155 0830,https://www.bibliotecademexico.gob.mx/info_detalle_mx.php?id=89&area=SC,,19.42862,-99.14924,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1022,2021-09-22T10:53:58-05:00
235,629,La Buena Estrella,2012-06-01,,Ignacio Manuel Altamirano 88 ,Col. San Rafael,05470,55 6267 1606,,labuenaestrella.arte@gmail.com,19.43708,-99.16271,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=629,2020-05-04T12:50:42-05:00
236,1540,Galería Eugenio,2008-01-01,,Ignacio Allende 84,Centro,06010,(55) 5529 2849,,galeriaeugenio@gmail.com,19.44217,-99.13723,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1540,2021-03-01T07:21:19-06:00
237,1753,Galería Furiosa,2021-04-24,,Durango 266,Col. Roma,06700,,https://www.galeriafuriosa.com/,knock@galeriafuriosa.com,19.41933,-99.17033,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1753,2021-11-25T07:29:44-06:00
238,1695,Galería Vórtice,2015-08-01,,Tabasco 210,Col. Roma,06700,55 5514 4820,https://www.galeriavortice.com/contacto/,info@galeriavortice.com ,19.41845,-99.16243,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1695,2020-12-02T04:22:21-06:00
239,1619,Licenciado Galería,2015-11-27,,Tabasco 216,Col. Roma,06700,55  6726 6400,http://licenciado.gallery/,info@conlicenciado.com,19.41858,-99.16271,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1619,2021-03-03T04:43:28-06:00
240,1508,Espacio Galería 1 mes 1 artista,2013-02-01,,Artículo 123 núm. 123,Centro,06600,55 5521 7134,https://articulo123.com/galeria/,1mes1artista@gmail.com,19.43335,-99.14996,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1508,2021-05-11T08:04:44-05:00
241,832,Galería Toca,2009-01-01,,Colima 174 esq. Orizaba,Col. Roma Norte,06700,55 5525 7614,,info@tocagaleria.com,19.41969,-99.15981,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=832,2021-03-03T04:21:44-06:00
242,1490,Can Can Projects,2021-08-01,,Marsella 56  ,Col. Juárez,06600, 56 2016 1600,https://www.cancanprojects.com/contacto, cancanprojects@gmail.com,19.42589,-99.15874,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1490,2022-06-23T05:16:28-05:00
243,1889,Galería Daniel Liebsohn,2018-03-01,,Londres 161,Col. Juárez,06600,55 5525 2050,http://liebsohn.com.mx/,galeria@liebsohn.com,19.42476,-99.16579,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1889,2021-07-12T07:11:38-05:00
244,883,"Casa Milán, Arte y Taller",2019-10-30,,Milán 41,Col. Juárez,06170,55 1519 1214,https://casamilan.com.mx/,contacto@casamilan.com.mx,19.43037,-99.15678,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=883,2021-07-12T03:14:53-05:00
245,1330,"ATEA, Arte/Taller-Estudio/Arquitectura",2011-11-04,,"Topacio 25, piso 1",Centro,06010,55 5542 6098,https://ateacdmx.org/,ateacdmx@gmail.com,19.42508,-99.12835,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1330,2021-05-11T07:51:17-05:00
246,1634,"Hydra, Fotografía contemporánea en México",2013-01-01,,Tampico 33,Col. Roma Norte,06700,55 6819 9872,https://hydra.lat/pages/nosotros_si,enlace@lahydra.lat,19.41918,-99.17518,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1634,2021-05-18T08:12:14-05:00
247,181,Galería El Estudio,1995-01-01,"Fundación  Casa del Poeta, I.A.P.",Álvaro Obregón 73,Col. Roma,06700,55 5208 8205,,galeriaelestudio@prodigy.net.mx,19.41892,-99.15847,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=181,2021-12-16T06:25:10-06:00
248,1005,Marso Galería Arte Contemporáneo,2012-11-01,,Berlín 37 ,Col.  Juárez ,06600,55 6276 2275,https://fundacionmarso.org/es/about/,info@marso.com.mx,19.42636,-99.15657,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1005,2022-05-20T08:26:20-05:00
249,1493,Dos Quince Galería,2014-11-01,,Guanajuato 215,Col. Roma Norte,06700,55 6729 3389,https://cargocollective.com/dosquincegaleria/estudio-galeria,galeria.dosquince@gmail.com,19.41599,-99.16405,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1493,2021-03-02T03:15:49-06:00
250,1487,Angulo Cero,2014-01-01,,"Chihuahua 56, piso 2",Col. Roma,06700,55 6724 7067,http://www.angulo0.com/about/?lang=es,info@angulo0.com,19.41783,-99.15675,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1487,2020-10-15T03:38:09-05:00
251,1313,La Trampa Gráfica Contemporánea,2009-01-01,,Aldaco s/n esq. Vizcaínas,Centro,06080,55 5510 8887,http://latrampagrafica.wordpress.com,latrampa.grafica@gmail.com,19.42889,-99.14119,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1313,2020-04-21T14:13:44-05:00
252,1674,Galería Artífice,2018-09-01,,Av. Nuevo León 62  ,Col. Hipódromo Condesa,06000,55 74 50 90 68,https://artifice.gallery/,info@artifice.gallery ,19.41314,-99.17135,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1674,2022-04-13T05:22:39-05:00
253,1192,Galería Tinta Naranja,2013-10-01,,Av. Amsterdam 254,Col. Hipódromo Condesa,06100,55 5564 3177,http://www.tintanaranja.com/,mark@tintanaranja.com,19.4112,-99.16806,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1192,2021-03-03T04:20:43-06:00
254,1157,Celaya Brothers Gallery,2014-05-01,,Edison 137,Col. San Rafael,06700,55 6391 5541,http://www.celayabrothersgallery.com,cbg@arto.mx ,19.43832,-99.1567,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1157,2020-04-21T14:15:21-05:00
255,1397,"Bikini Wax,  espacio de exhibición emergente",2011-10-01,,Pedro de Alba 232,Col. Buenos Aires,11800,55 2908 5681,,biquiniwax@gmail.com,19.39067,-99.13675,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1397,2021-03-01T03:48:53-06:00
256,1398,Galería LULU,2013-01-01,,Bajío 231,Col. Roma,06760,55 3334 9715,http://www.luludf.com/,infoluludf@gmail.com ,19.40359,-99.16439,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1398,2020-10-20T05:28:00-05:00
257,1289,Salón de la Plástica Rivera,2009-01-01,,"Colima 244, Roma Nte.",Col. Roma Norte,06700, 55 4861 8580,https://www.riveramexico.com/,riverariveragaleria@gmail.com,19.419,-99.16308,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1289,2022-06-23T04:55:04-05:00
258,191,Galería Muca Roma,2006-06-01,Museo Universiario de Ciencias y Arte,Tonalá 51 esq. Colima,Col. Roma,06700,55 5511 8867,https://www.mucaroma.unam.mx/,elmucaroma@gmail.com,19.41898,-99.16309,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=191,2020-10-20T08:05:50-05:00
259,283,Galería Pública Involuntary México,2019-09-04,Gobierno de la Ciudad de México/Estación del metro Bellas Artes, Calle Hidalgo s/n,Centro Histórico,06470,,,,19.43564,-99.14118,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=283,2021-07-14T05:31:18-05:00
260,1786,Galería 49Basán,2015-01-01,,Av. Alvaro Obregón,Col. Roma,,56 1995 4912,,06700,19.41846,-99.15657,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1786,2021-07-12T08:53:37-05:00
261,200,Sala de exposiciones del Centro Médico Nacional Siglo XXI,2000-01-01,Instituto Mexicano del Seguro Social,Cuauhtémoc 330,Col. Doctores,06720,55 5627 6900 ext. 21140,,dianacallejas@imss.gob.mx ,19.4071,-99.15423,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=200,2021-05-12T09:20:07-05:00
262,1175,Galería Luis Cardoza y Aragón,2006-04-26,Centro Cultural Bella Época/ ,Tamaulipas 202,Col. Hipódromo Condesa,06170,55 5276 7110,,,19.40722,-99.17739,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1175,2021-08-27T06:25:12-05:00
263,611,Galería Windsor,1000-01-01,,Hamburgo 224,Col. Juárez,06600,55 5525 2881,https://www.galeriawindsor.mx/,galeriaw@mail.com,19.42362,-99.16901,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=611,2020-04-21T14:24:03-05:00
264,1405,Galería Central,1975-01-01,Museo Universitario  del Chopo,Dr. Enrique González Martínez 10 ,Col. Santa María la Ribera,06400,55 5546 3471,http://www.chopo.unam.mx/ahora.html,,19.44186,-99.15676,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1405,2020-10-20T04:00:20-05:00
265,506,Galería Arróniz Arte Contemporáneo,2018-10-25,,Calle Tabasco 198,Col. Roma,06700,55 5511 7965,http://www.arroniz-arte.com/,info@arroniz-arte.com,19.41871,-99.1621,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=506,2021-07-14T03:51:40-05:00
266,1404,Galería Helen Escobedo Liso,1975-01-01,Museo Universitario del Chopo,Dr. Enrique González Martínez 10,Col. Santa María la Ribera,06400,55 5546 8490,http://www.chopo.unam.mx/ahora.html,info.chopo@unam.mx,19.44188,-99.15683,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1404,2021-07-14T05:10:11-05:00
267,1836,Galería Sur,1000-01-01,Museo Universitario del Chopo,Dr. Enrique González Martínez 10 ,Col. Santa María la Ribera,06400,55 5546 8490,http://www.chopo.unam.mx/recorridos/sur.html,comunicacion.chopo@unam.mx,19.44189,-99.15668,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1836,2020-04-23T16:56:59-05:00
268,1406,Galería Arnold Belkin,1975-01-01,Museo Universitario del Chopo/UNAM,Calle Dr. Enrique González Martínez núm. 10,Col. Santa María la Ribera,06400,55 5546 8490,https://www.chopo.unam.mx/recorridos/belkin.html,info.chopo@unam.mx,19.44182,-99.15672,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1406,2021-05-11T08:25:50-05:00
269,1040,Arca México,2012-07-01,,Av. Insurgentes Sur 257,Col. Roma Norte,06700,55 5207 5412 ,http://arcamx.com/,info@arcamx.com,19.41749,-99.16513,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1040,2021-03-01T03:41:07-06:00
270,193,Galería OMR,1983-01-01,,Córdoba núm. 100,Col. Roma,06700,55 5511 1179,http://www.galeriaomr.com,info@galeriaomr.com,19.41893,-99.15849,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=193,2022-04-06T08:27:06-05:00
271,880,Estudio  de Joaquín Clausell,2004-11-18,Museo de la Ciudad de México/Secretaría de Cultura de la ciudad de México , Av. José María Pino Suárez 30,Centro,06000,55 5542 0671   ,https://www.cultura.cdmx.gob.mx/comunicacion/nota/0047-19,museodelaciudaddemexico@gmail.com,19.4295,-99.13233,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=880,2020-10-19T04:39:28-05:00
272,1848,Galería de Arte del Centro Cultural El Rule,2017-06-16,Secretaría de Cultura de la Ciudad de México,Eje Central Lázaro Cárdenas 6,Centro,06000,55 1719 3000,http://www.cultura.cdmx.gob.mx/el-rule,galeriaelrule@gmail.com,19.43361,-99.14047,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1848,2020-04-21T14:23:00-05:00
273,1062,Galería Hispánica Contemporánea México,2013-10-01,,Guadalajara 88,Col. Roma,06700,55 5211 4087,http://www.galeriahispanica.es/mx/,elena@galeriahispanica.es,19.41629,-99.17184,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1062,2021-04-26T04:34:33-05:00
274,1414,Galería Breve,2012-01-01,,Berlín 37,Col. Juárez,06600,55 3045 1249,,info@galeriabreve.com       ,19.42627,-99.15678,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=1414,2021-05-11T08:29:22-05:00
275,201,Salón de la Plástica Mexicana,1949-10-16,Secretaría de Cultura/INBA,Colima 196,Col. Roma,06700,55  8647 5260,,salonplasticamex@inba.gob.mx,19.41929,-99.16117,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=galeria&table_id=201,2020-10-19T07:34:21-05:00
