,casa_artesania_id,casa_artesania_nombre,casa_artesania_fecha_fundacion,casa_artesania_adscripcion,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
65,88,Mercado de Artesanías de Oaxaca,1980-02-02,Ayuntamiento del Estado de Oaxaca,J. P. García s/n esq. Zararagoza,Centro,68000,(951) 516 23 52,,,17.07024,-96.7224,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=88,2018-05-30T10:42:06-05:00
66,206,Casa del Artesano Senen Mexic (Acatlán de Osorio),2002-11-05,"Asociación de Artesanos, A.C.",Av. Juárez  8,Centro,74949,953 534 20 58,,,17.05999,-96.72528,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=206,2021-04-10T10:13:39-05:00
67,86,Mujeres Artesanas de las Regiones de Oaxaca,1992-12-10,María Aurora Martínez Ríos,Calle 5 de mayo 204,Centro,6800,(951) 516 06 70,,mujeres_artesanas@yahoo.com.mx,17.07615,-96.7085,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=86,2018-05-30T10:58:56-05:00
68,91,Plaza comercial y cultura de las etnias,2003-04-01,"Artesanos de las Etnias, A.C.",García Vigil 304,Centro,68000,(951) 516 58 05,,plazalasetnias@hotmail.com.cordova,17.06778,-96.72,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=91,2018-05-30T12:14:11-05:00
69,87,Casa de las Artesanías de Oaxaca,2001-08-31,"Maestros Oaxaqueños del Arte Popular, A.C.",Matamoros 105,Centro,68000,(951) 516 50 62,http://www.casadelasartesanias.com.mx,inforarte@casadelasartesanias.com.mx,17.07844,-96.71228,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=87,2018-05-29T12:47:15-05:00
70,90,Productos Típicos Mexicanos,1992-08-17,María del Carmen Ruiz Villegas,Av. Belisario Dominguez 602,Col. Reforma,68050,(951) 515 22 63,,,17.08911,-96.72446,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=90,2018-05-30T12:27:51-05:00
71,121,Casa de Artesanías Maprotierra,2001-08-31,"Maestros Oaxaqueños del Arte Popular, A.C.",Matamoros 105-A,Centro,68000,(951) 516 50 62,http://www.casadelasartesanias.com.mx,maestros@casadelasartesanias.com.mx,17.09091,-96.71674,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=121,2018-05-28T13:17:20-05:00
72,251,Talavera de la Luz,1996-01-01,"Talavera de La Luz, S.A ",Juan de Palafox y Mendoza 1413,Centro Historico,72000,(222) 246 12 15,http://www.talaveradelaluz.com/,contacto@talaveradelaluz.com.mx,19.03974,-98.18964,21,0,0,Puebla,,,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=251,2018-08-14T08:29:30-05:00
73,248,TALAVERA ARMANDO,1000-01-01,CONSEJO REGULADOR DE LA TALAVERA,6 Nte. 402,Centro,72000,(222) 232 64 68 ,http://www.talaverarmando.com.mx/,armando@prodigy.com.mx,19.04373,-98.19802,21,0,0,Puebla,,,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=248,2018-08-14T07:15:46-05:00
74,245,FÁBRICA DE VIDRIO LA LUZ,1935-06-05,,"3 Ote, 1018 ",Analco ,72000,(222) 242 53 38,www.laluzfabricadevidrio.com.mx,fabrica_laluz@hotmail.com.mx,19.04045,-98.19215,21,0,0,Puebla,,,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=245,2018-08-14T06:55:19-05:00
75,247,Talavera Celia,1993-06-26,Consejo Regulador de la Talavera,Manzano 10,Arboledas de Guadalupe ,72260,(222) 235 18 91,www.talaveracelia.com,taller@tiendatalaveracelia.com.mx,19.05651,-98.17699,21,0,0,Puebla,,,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=247,2018-08-14T07:39:49-05:00
76,225,Casa del Artesano Acatlán,2002-11-05,"Exposición, evento y fabricación de artesanías de barro",Av. Juárez,Centro,74949,(953) 534 26 01,,,18.20192,-98.04844,21,3,1,Puebla,Acatlán,Acatlán de Osorio,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=225,2019-04-18T20:07:19-05:00
77,269,Herrería artesanal para cabalgadura<br> Carlos Rodríguez,1000-01-01,Particular,3 Norte 409,Barrio de San Miguel,72980,,https://www.mixcloud.com/RadioBUAP/mar%C3%ADa-merced-rodr%C3%ADguez_libro-amozoc-y-su-patrimonio-la-herrer%C3%ADa-artesanal-para-cabalgadura/,,19.04461,-98.04472,21,15,1,Puebla,Amozoc,Amozoc de Mota,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=269,2019-07-26T05:14:00-05:00
78,276,Alfarería,1000-01-01,,,,73620,,,,19.78684,-97.95333,21,16,15,Puebla,Aquixtla,El Terrero,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=276,2021-02-02T15:05:21-06:00
79,272, Barro cocido <br> Eligia Luna Genis,1000-01-01,Taller individual ,Josefa Ortíz de Dominguez ,Barrio de San Miguel ,74520,,,ELIGIAINICIAL@GMAIL.COM ,18.78321,-98.72028,21,33,1,Puebla,Cohuecan,Cohuecan,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=272,2019-07-28T17:19:32-05:00
80,264,"Esféras artesanales de vidrio soplado<br> Chignahuapan, Puebla.",1965-01-01,Particular,Plaza de la Constitución s/n,Centro,73300,797 10077,,,19.83822,-98.03083,21,53,1,Puebla,Chignahuapan,Ciudad de Chignahuapan,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=264,2019-07-23T08:56:54-05:00
81,242,Xochiquetzal,2012-01-01,,2 de abril s/n,Centro,73100,(776) 107 31 69,,xochiquetzalpahuatlan@outlook.com,20.27646,-98.15011,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=242,2019-04-18T20:11:46-05:00
82,240,Sombrereria Pérez,1971-01-01,,5 de Mayo 2,centro,73100,(776) 752 07 22,,,20.27646,-98.15011,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=240,2019-04-18T20:11:38-05:00
83,237,La Serrana,1890-01-01,,Calle 5 de Mayo  2,Centro,73100,,,,20.27646,-98.15011,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=237,2019-04-18T20:10:24-05:00
84,238,Casa Cruz,1890-01-01,,Calle Portal Zaragoza N°3,centro,73100,s/n,http://artecruztalavera.com/,,20.27589,-98.15052,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=238,2019-04-18T20:08:51-05:00
85,239,Casa León,1885-01-01,,Calle 5 de Mayo 3,Centro,73100,(776) 752 05 83,,,20.27646,-98.15011,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=239,2019-04-18T20:09:36-05:00
86,241,Huarachería Jimenez,2001-01-01,,2 de abril s/n,Centro,73100,,,,20.2758,-98.15099,21,109,1,Puebla,Pahuatlán,Ciudad de Pahuatlán de Valle,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=241,2019-04-18T20:09:44-05:00
87,146,Casa de Talavera Celia,1994-01-01,Casa Celia Talavera Poblana,Calle 5 Ote. 608,Centro Histórico,72000,222 242 36 63,http://www.talaveracelia.com/,taller@talaberacelia.com; irvinggc@prodigy.net.mx,19.04399,-98.19722,21,114,1,Puebla,Puebla,Heroica Puebla de Zaragoza,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=146,2021-07-21T04:32:03-05:00
88,151,"Casa de Artesanías Uriarte Talavera, Sucursal Puebla",1824-01-01,"Arte en Talavera Casas y Uriarte, S.A. de C.V.",4 Pte. 911,Centro Histórico,72000,(222) 232 15 98,http://www.uriartetalavera.com.mx/,contacto@uriartetalavera.com.mx ,19.04955,-98.20484,21,114,1,Puebla,Puebla,Heroica Puebla de Zaragoza,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=151,2019-04-18T20:11:53-05:00
89,161,Casa de artesanías Cihuamet,2009-01-01,"Cihuamet, A.C.",Juan de Palafox y Mendoza 206,Centro Histórico,72000,(222) 309 09 00,http://www.puebla.travel/es/ver-hacer/propuestas-de-compras/item/casa-de-artesanias-cihuamet,,19.0437,-98.19714,21,114,1,Puebla,Puebla,Heroica Puebla de Zaragoza,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=161,2019-04-18T20:11:50-05:00
90,149,Casa de Artesanías Talavera Santa Catarina,1998-02-17,María Enriqueta Gamboa Cerdán,Prol. 14 Ote. 1402,San Juan Aquiahuac,72810,(222) 247 66 14,http://talaverastacatarina.com/,capasso@prodygi.net.mx,19.05283,-98.28761,21,119,1,Puebla,San Andrés Cholula,San Andrés Cholula,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=149,2019-04-19T07:51:21-05:00
91,227,Xelhua,2003-01-01,Privado,Av. Morelos 415,Centro,72760,,,,19.03035,-98.31432,21,140,1,Puebla,San Pedro Cholula,Cholula de Rivadavia,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=227,2019-04-19T07:56:14-05:00
92,200,La Pirámide,1948-08-01,Privada,Av. Morelos  416,Centro ,72760,(222) 247 02 54,https://www.facebook.com/pages/category/Household-Supplies/Artesan%C3%ADas-la-piramide-977021159055311/,jmltz@hotmail.com,19.04812,-98.33479,21,140,1,Puebla,San Pedro Cholula,Cholula de Rivadavia,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=200,2019-04-19T07:56:07-05:00
93,226,Kavan,2013-09-07,Privado,Av. Morelos 407-B,Centro,72760,(222) 247 01 28,,,19.03035,-98.31432,21,140,1,Puebla,San Pedro Cholula,Cholula de Rivadavia,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=226,2019-04-19T07:54:22-05:00
94,256,DECORAMEC Papel Picado,1000-01-01,,Av. 5 de Mayo Sur 130,Barrio de San Antonio,75440,(249) 425 02 20,https://www.papelpicadodecoramec.com/,decoramec@hotmail.com,18.92073,-97.76814,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=256,2019-04-19T07:57:10-05:00
95,255,Papel Picado Artevic,1000-01-01,,Camino 12 de Octubre Nte.,Barrio de San Antonio,75440,(249) 425 10 54,http://www.papelpicadoartevicgrupo.com.mx/,arte-vic@hotmail.com,18.92111,-97.76556,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=255,2019-04-19T08:28:07-05:00
96,259,Papel Picado a la Mexicana,1000-01-01,,Av. Zaragoza s/n,Barrio la Candelaria,75440,(249) 425 13 14 ,http://papelpicadoalamexicana.com/,,18.92304,-97.76864,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=259,2019-04-19T07:57:25-05:00
97,258,Papel Picado Campechanos,1990-01-01,,Av. 16 de Septiembre Nte. 518,Barrio San Martin,75440,(249) 425 06 29,https://papelpicadocampechanos.com/,,18.91744,-97.77181,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=258,2019-04-19T08:28:10-05:00
98,254,Papel Picado ARTEMEX,1000-01-01,,Av. 16 de Septiembre Nte. 406,Barrio de San Antonio,75440,(249) 425 13 97,https://www.papelpicadoartemex.com/,,18.92293,-97.76852,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=254,2019-04-19T07:57:43-05:00
99,257,Papel Picado Patiño,1000-01-01,,Av. 5 de Mayo Sur 104 ,Barrio de San Antonio,75440,(249) 425 04 57,http://www.papelpicadopatino.com.mx/,arteydecoracionpatino@hotmail.com,18.92006,-97.76856,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=257,2019-04-19T08:28:14-05:00
100,253,Piñatas Rey David,1000-01-01,,Francisco Javier Mina 10,Barrio de San Antonio,75440,(249) 138 38 44,https://www.facebook.com/artesanias.rey.david.huixcolotla/,,18.92169,-97.76694,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=253,2019-04-19T08:28:18-05:00
101,252,Centro Artesanal Huixco,1000-01-01,,Av. Zaragoza 23,Barrio San Martin,75440,(249) 425 00 70,https://www.facebook.com/Centro-Artesanal-Huixco-1663686907221028/,diana_vivanco@hotmail.com,18.91882,-97.77166,21,144,1,Puebla,San Salvador Huixcolotla,San Salvador Huixcolotla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=252,2019-04-19T07:56:32-05:00
102,270,Artesanía en Ónix<br> Tecali de Herrera,1000-01-01,H. Ayuntamiento,Avenida Rafaél Cortés Oriente 7,Centro,75240,(224) 2714074,http://www.reconoce.mx/el-arte-de-labrar-el-onix-por-artesanos-poblanos/,,18.90103,-97.96889,21,153,1,Puebla,Tecali de Herrera,Tecali de Herrera,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=270,2019-07-25T13:02:45-05:00
103,136,Tienda de Artesanías IAIP<br>Sucursal Tehuacán,2006-01-01,Gobierno del Estado de Puebla/Instituto de Artesanías e Industrias Populares del Estado de Puebla,Centro Comercial El Paseo<br>Calz. Adolfo López Mateos 3800 local 5,San Lorenzo Teotipilco,75855,(238) 382 14 69,,iaip@puebla.gob.mx,0.0,0.0,21,156,1,Puebla,Tehuacán,Tehuacán,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=136,2019-04-19T08:28:23-05:00
104,263,Bordados tradicionales<br> Micaela María Pérez Marín ,2006-01-01,Particular,13 de junio núm. 31,2da Sección,73370,,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=263,2019-07-26T05:23:48-05:00
105,268,Bordado tradicional <br>María Teresa Francisco Pérez ,2009-01-01,Particular,Camino a los potreros s/n,2a Sección ,73370,,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=268,2019-07-22T10:54:05-05:00
106,261,Confección de vestuario para danzantes <br> María Isabel Márquez Rosales ,1958-01-01,particular,Camino a Tonalixco s/n,4ta Sección ,73370,,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=261,2019-07-03T08:23:51-05:00
107,260,Jorongos Leo Salvador Marín ,1935-01-01,particular,5 de mayo 86,2da sección ,73370,,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=260,2019-07-28T16:47:52-05:00
108,274,Tejidos y bordados<br> María González Peña ,1931-01-01,Particular,Ignacio Zaragoza s/n,2a Sección ,73370,(764) 1134152,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=274,2019-07-29T17:03:49-05:00
109,266,Bordados tradicionales<br>Guadalupe Reyes Fosado,2001-01-01,Particular,Av. 13 de junio 71,4a Sección ,73370,,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=266,2019-07-22T10:35:25-05:00
110,267,Joyería artesanal orgánica<br> Marcelo Mateo González ,2017-01-01,Particular,Ignacio Zaragoza s/n,2a Sección ,73370,7647656542,,,20.00281,-97.79611,21,162,1,Puebla,Tepango de Rodríguez,Tepango de Rodríguez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=267,2019-07-22T10:46:43-05:00
111,265,Artemali Ocoxal,1000-01-01,"Asociación de Artesanos, A.C.",3 Sur 519,,75100,01 2232726617,www.artemali.com.mx,artemali.ocoxal@gmail.com,19.0773,-97.96639,21,163,1,Puebla,Tepatlaxco de Hidalgo,Tepatlaxco de Hidalgo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=265,2019-07-18T08:34:30-05:00
112,234,Villa Garabatos,2007-07-21,Privada,Av. 2 de Abril 173,Centro,73080,(764) 764 05 46,Facebook: Villa Garabatos,lau.villagarabatos@hotmail.com,20.26985,-97.95853,21,197,1,Puebla,Xicotepec,Xicotepec de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=234,2019-04-19T08:28:33-05:00
113,236,Arte - Madera,2005-05-12,Particular,Blvd. Benito Juarez Norte 246,5 de Mayo,73080,(764) 103 97 14,,Arte_madera17@hotmail.com,20.27354,-97.96476,21,197,1,Puebla,Xicotepec,Xicotepec de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=236,2019-04-19T08:28:27-05:00
114,235,Ma-Xicotl ,2013-04-07,Privado,Vicente Suaréz,Centro,73080,(764) 103 27 03,,nilorivera@hotmail.com,20.27982,-97.95947,21,197,1,Puebla,Xicotepec,Xicotepec de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=235,2019-04-19T08:28:30-05:00
115,211,Telar Rústico Valerio,1960-04-01,,Abraham Sosa Núm 21,Centro ,73680,,,,19.87867,-97.58734,21,207,1,Puebla,Zacapoaxtla,Zacapoaxtla,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=211,2019-04-19T08:28:39-05:00
116,229,Tienda de máscaras ,1978-10-20,Colección Persona Física,Catalina 418-C,Col. Ex Hacienda el Tintero,76134,(442) 191 20 94  ,,holverajuarez1@hotmail.com,20.60667,-100.43557,22,14,1,Querétaro,Querétaro,Santiago de Querétaro,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=229,2017-03-29T07:37:37-06:00
117,27,Casa Queretana de Artesanías,1996-01-12,Gobierno del Estado de Querétaro/Secretaría de Desarrollo Sustentable,And. Libertad 52,Centro Histórico,76000,(442) 214 12 35,http://artesanias.queretaro.gob.mx/,hola@artesanias.queretaro.mx,20.59253,-100.39001,22,14,1,Querétaro,Querétaro,Santiago de Querétaro,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=27,2017-03-29T07:42:03-06:00
118,215,Casa de Artesanías,2006-01-01,Secretaría de Desarrollo Económico,Camelias 264 A,Col. David Gutiérrez Ruiz,77013,(983) 833 31 50,http://artesaniasqr.qroo.gob.mx,artesaniasquintanaroo@hotmail.com,0.0,0.0,23,4,1,Quintana Roo,Othón P. Blanco,Chetumal,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=215,2015-02-09T14:00:23-06:00
119,15,La Campana,1969-12-31,,Damián Carmona esq. Juárez,Centro,79000,(481) 368 00 77,,,21.62116,-99.01978,24,3,1,San Luis Potosí,Aquismón,Aquismón,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=15,2019-11-05T05:44:52-06:00
120,5,Artesanías Don Juan,1969-12-31,Juan Martínez García,Francisco Javier Mina 507,Centro,79760,,,,21.62157,-99.01979,24,3,1,San Luis Potosí,Aquismón,Aquismón,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=5,2019-11-05T05:12:07-06:00
121,16,Tenek They Xe´est,1969-12-31,,Juárez 518,Centro,79060,,,,21.62309,-99.02119,24,3,1,San Luis Potosí,Aquismón,Aquismón,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=16,2019-11-05T06:08:21-06:00
122,3,El Corazón del Desierto,1969-12-31,,Zaragoza 9,Centro,78550,,,,23.69017,-100.88776,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=3,2019-11-06T04:33:36-06:00
123,4,Regalo de Dios,2011-01-01,,Hidalgo Oriente 20,Centro,78550,,,,23.69007,-100.88699,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=4,2019-11-08T05:02:58-06:00
124,17,Artesanías La Luna Platería,1980-06-01,Humberto Fernández Tristán,Zaragoza esq. con Lanzagorta s/n,Centro,78550,(488) 887 50 67,http://www.hotelelreal.com,reservaciones@hotelelreal.com,23.69006,-100.88789,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=17,2019-11-08T04:35:38-06:00
125,19,La Catorceña Artesanias,1977-01-01,María Sánchez Hernández,Lanzagorta 27,Centro,78550,(488) 887 50 40,,,23.68987,-100.88596,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=19,2019-11-06T04:34:25-06:00
126,126,Artesanías Pueblo Viejo,2001-01-01,Juan Manuel del Monte Arellano,Zaragoza s/n,Centro,58550,(488) 111 02 02 cel.,,,23.69072,-100.88811,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=126,2019-11-08T04:37:38-06:00
127,1,Catorce Artesanías Metzeri,2003-11-01,Particular,Lanzagorta 17,Centro,78550,,,anita_garcía@correo.unam.mx,23.68981,-100.88681,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=1,2019-11-08T04:40:27-06:00
128,122,Artesanías El Tipi,2001-03-01,Mercedes Martha Aquino Sánchez,Zapata 1 B,Plaza Hidalgo,78550,(488) 887 50 77,http://realdecatorce.info/el-tipi-arte-en-piel.html,,23.68989,-100.88785,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=122,2019-11-08T04:33:56-06:00
129,18,Bazar El Gitano,1999-01-01,Privada,Lanzagorta 17-B,Centro,78550,(488) 887 50 55,,,23.69034,-100.88632,24,6,1,San Luis Potosí,Catorce,Real de Catorce,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=18,2019-11-05T07:23:52-06:00
130,78,Taller de Platería,1000-01-01,Privada,Benito Juárez,Centro,78440,,,,22.21563,-100.80078,24,9,1,San Luis Potosí,Cerro de San Pedro,Cerro de San Pedro,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=78,2019-11-06T06:16:55-06:00
131,77,"Museo de Rocas, Minerales y Artesanías",1998-01-01,Privada,Juárez 20,Centro,78440,,,,22.21705,-100.80053,24,9,1,San Luis Potosí,Cerro de San Pedro,Cerro de San Pedro,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=77,2019-11-06T06:05:38-06:00
132,14,Casa de Artesanía Caich A.C.,1994-06-01,"El Caich, A.C.",Carr. México-Laredo Km. 314,,79893,(482) 361 41 02,,caichac@hotmail.com,21.4893,-98.97956,24,18,2,San Luis Potosí,Huehuetlán,Chununtzén Uno,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=14,2019-11-06T07:56:58-06:00
133,81,Casa del Artesano,1999-01-01,Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico,Jardín Colón 23 ,Centro,78000,(444) 814 6999,https://es-la.facebook.com/pages/La-Casa-del-Artesano-SLP/209711782467534,artesanluis@slp.gob.mx; info@elrebozo.gob.mx,22.14648,-100.97509,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=81,2019-11-07T05:35:16-06:00
134,197,Venta de Indumentaria Típica,1976-01-01,Privada,Escobedo 420-B,Zona Centro,78000,,,,22.15182,-100.97457,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=197,2019-11-07T07:15:18-06:00
135,124,Artesanías del Carmen,1999-01-01,Humberto Morones Calderón,Escobedo 305,Centro Histórico,78000,(444) 812 93 74,https://es-la.facebook.com/people/Artesanias-Carmen-San-Luis/100010358953041,memomorones@hotmail.com,22.15111,-100.97461,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=124,2019-11-07T05:20:08-06:00
136,123,Artesanías Las Sevillanas de San Luis Potosí,1994-01-01,Sonia Rodríguez Castillo,Av. Nicolás Zapata 305,Col. Tequisquiapan,78232,(444) 814 93 51,,sevillana_slp@hotmail.com,22.15411,-100.98578,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=123,2019-11-06T08:56:59-06:00
137,191,Artesanías Equinoccio,1000-01-01,Privada,Aldama 410,Zona Centro ,78000,(444) 814 9486,,,22.15014,-100.97723,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=191,2019-11-06T08:56:18-06:00
138,125,Artesanías Rosa Mexicano,2006-01-01,Humberto Morones Calderón,Escobedo 305 ,Zona Centro,78000,(444) 812 59 08,,,22.15108,-100.97454,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=125,2019-11-07T05:28:04-06:00
139,189,Acuarela Potosina,2006-06-01,Privada,Álvaro Obregón 636,Zona Centro,78000,(444) 151 6662,,,22.15194,-100.98074,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=189,2019-11-06T08:11:07-06:00
140,194,Tienda FONART SLP,1979-01-01,Fondo Nacional para el Fomento de las Artesanías,Aldama 300,Centro Histórico,78000,(444) 812 57 12,http:www.fonart.gob.mx,tda_slp@fonart.gob.mx,0.0,0.0,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=194,2019-11-07T06:39:24-06:00
141,65,Rebozos y Artesanías de Santa María del Río,2006-06-01,Privada,Escobedo 305-4<br>Plaza del Carmen,Zona Centro,78000,,,,22.15103,-100.97462,24,28,1,San Luis Potosí,San Luis Potosí,San Luis Potosí,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=65,2019-11-07T07:07:46-06:00
142,142,Escuela del Rebozo,1953-11-20,Gobierno del Estado de San Luis Potosí/Secretaría de Desarrollo Económico,Pascual M. Hernández 85,Centro,79560,(485) 853 05 68,https://www.facebook.com/pages/Escuela-del-Rebozo-Santa-Mar%C3%ADa-del-R%C3%ADo-SLP/477298152289080,artesanluis@slp.gob.mx,21.80083,-100.73644,24,32,1,San Luis Potosí,Santa María del Río,Santa María del Río,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=142,2019-11-07T07:27:28-06:00
