,Comentario,Texto limpio
1239,"Para mí, este es el mejor museo sobre la cultura Olmeca en todo México. La cantidad y tamaño de las piezas que se ven dentro del museo es impresionante. Además, los árboles y la ambiéntación del lugar son muy agradables.",museo cultura olmeca méxico cantidad tamaño piezas ven museo impresionante árboles ambiéntación agradables
1240,"Maravilloso, admirar la cultura de nuestros antepasados y la Naturaleza en todo su esplendor te transporta a otro mundo. Recomendado!!!",maravilloso admirar cultura antepasados naturaleza esplendor transporta mundo recomendado
1241,Magnífico lugar para pasar un fin de semana,magnífico pasar semana
1242,"Increíble, lo malo es que hay partes cerradas por la pandemia, pero de ahí en fuera es un lugar hermoso",increíble malo partes cerradas pandemia hermoso
1243,Un estupendo lugar para visitar en familia un fin de semana,estupendo visitar familia semana
1244,"Siento que le falta mucho mantenimiento a este museo y sus animales se ven muy tristes, espero que pronto inviertan mas en sus museos",siento falta mantenimiento museo animales ven tristes espero inviertan museos
1245,Buen lugar muy bonito y la historia  pero *si necesitas repelentes de moscos*,bonito historia necesitas repelentes moscos
1246,"Buenas instalaciones, considero que le hace falta más animales y atención en el mantenimiento. Cuenta con estacionamiento, el precio por persona me parece accesible.",instalaciones considero falta animales atención mantenimiento estacionamiento precio persona accesible
1247,"El lugar es agradable e interesante. Lleva repelente de moscos. Cobran la entrada al museo, $50 aproximadamente por persona.",agradable interesante repelente moscos cobran entrada museo persona
1248,"No es la zona arqueológica, pero cuenta con piezas de La Venta y tiene algunos ejemplares de fauna local muy bonitos.

Un lugar genial con ambiente familiar y muy respetuoso de la naturaleza.",zona arqueológica piezas venta ejemplares fauna local bonitos genial ambiente familiar respetuoso naturaleza
1249,La naturaleza y la historia de los Olmecas en un mismo lugar.,naturaleza historia olmecas
1250,"Un parque y museo al aire libre muy bueno y con un recorrido agradable y lleno de información, y prepárate para una buena caminata

Un paseo muy ameno y una excelente opción si te ves limitado y no puedes ir a la zona arqueológica de la venta.",parque museo aire libre recorrido agradable lleno información prepárate caminata paseo ameno excelente opción ves limitado puedes zona arqueológica venta
1251,Está recién remodelado. Vale la pena tomar el tour con un guía para apreciar más la exhibición.,recién remodelado vale pena tomar tour guía apreciar exhibición
1252,"Excelente lugar para turistas, sus precios son accesibles para el publico, cuenta con zona arqueológica y zoológico, muy bonito paisaje en todo el recorrido",excelente turistas precios accesibles publico zona arqueológica zoológico bonito paisaje recorrido
1253,"El lugar está bien cuidado
Es buen lugar para respirar aire fresco, caminar y conocer un poco de la cultura.",cuidado respirar aire fresco caminar cultura
1254,"Es un atractivo turístico formidable de Villahermosa, visita obligada si buscas un zoológico, restos arqueológicos y convivir con la naturaleza",atractivo turístico formidable villahermosa visita obligada buscas zoológico restos arqueológicos convivir naturaleza
1255,Muy entretenido me hizo recordar aquella vez qu fui on mis papás cuando tenía 5 años,entretenido recordar qu on papás años
1256,"Un lugar pequeño pero bien cuidado, excelente personal y el contenido de 10. Un obligado de Villahermosa",pequeño cuidado excelente personal contenido obligado villahermosa
1257,Un buen ambiente para disfrutar con la familia.,ambiente disfrutar familia
1258,"Muy bonito lugar, me encantó todo Villahermosa es hermosa como lo dice el nombre.",bonito encantó villahermosa hermosa nombre
1259,Un lugar excelente sobre todo con la familia,excelente familia
1260,Un lugar muy bonito para visitar con la familia,bonito visitar familia
1261,Muy buen lugar para ejercitarse,ejercitarse
1262,Un hermoso lugar para pasar una tarde agradable con la familia,hermoso pasar agradable familia
1263,"Excelente lugar para ir con la familia, recorrido al natural con animales de la región y esculturas de piedra Olmeca",excelente familia recorrido natural animales región esculturas piedra olmeca
1264,El parque se ve demasiado descuidado. Áreas cerradas y los animales se ven deprimidos,parque ve descuidado áreas cerradas animales ven deprimidos
1265,"Es un lugar para. Retro alimentarte sobre la cultura olmeca y disfrutar la vista de animales tales como .tejones, cocodrilos, tortugas,jaguar etc.
Ala salida venden souvenir",retro alimentarte cultura olmeca disfrutar vista animales tales tejones cocodrilos tortugasjaguar etc ala salida venden souvenir
1266,Excelente lugar para ir en familia y conocer un poco de la cultura olmeca la entrada es económica pero si no pueden gastar tanto los lunes la entrada es gratis,excelente familia cultura olmeca entrada económica gastar lunes entrada gratis
1267,"Un lugar icónico de la ciudad de Villahermosa, contacto con la naturaleza en medio de la ciudad, vestigios arqueológicos , historia y cultura del estado. Artesanías y tradición al alcance de la mano",icónico ciudad villahermosa contacto naturaleza ciudad vestigios arqueológicos historia cultura artesanías tradición alcance mano
1268,"Limpio muy amplio,

por la pandemia no se pudo ver todo pero agradable y pacífico.",limpio amplio pandemia agradable pacífico
1269,"Es una pequeña selva en la ciudad ,historia y cultura ne encanto",pequeña selva ciudad historia cultura ne encanto
1270,"Excelente atención, mantienen las medidas sanitarias, el espacio es amplio lo que permite la sana distancia, sigue siendo una excelente opción para la recreación familiar, faltan más ejemplares algunos espacios lucen vacíos pero los niños se sorprende conociendo sobre los animales y la vegetación.",excelente atención mantienen medidas sanitarias espacio amplio permite sana distancia excelente opción recreación familiar faltan ejemplares espacios lucen vacíos niños sorprende conociendo animales vegetación
1271,"Es un parque muy grande, puedes observar varios animales en libertad y esculturas muy recomendable",parque grande puedes observar animales libertad esculturas recomendable
1272,"Buen lugar para dar la vuelta en vacaciones, distraerse un rato y conocer más sobre las maravillosas civilizaciones antiguas de México. If you're foreign, you must visit these beautiful places you will enjoy. ;)",vuelta vacaciones distraerse rato maravillosas civilizaciones antiguas méxico if youre foreign you must visit these beautiful places you will enjoy
1273,Excelente sitio para conocer la cultura de sureste del país y para tomarse muchas fotos ver lagartos garzas coatis y mucha fauna,excelente sitio cultura sureste país tomarse fotos lagartos garzas coatis fauna
1274,Vine en vano. Está cerrado desde Marzo 2020 y hasta nuevo aviso,vine vano cerrado marzo aviso
1275,"Para el costo que tiene es un buen lugar, recreativo e interesante, lo recomiendo visitar al menos una vez.",costo recreativo interesante recomiendo visitar
1276,Excelente lo mejor de Villa,excelente villa
1277,El recorrido es corto y le están dando mantenimiento por lo que. No está al 100% pero en general vale la pena.,recorrido corto dando mantenimiento vale pena
1278,Bello lugar la naturaleza y una laguna hermoza con paisajes de ensueño,bello naturaleza laguna hermoza paisajes ensueño
1279,Muy bonito y limpio,bonito limpio
1280,"Triste que aún esté cerrado en Febrero  2021, háganlo seguro, señores, es un parque, no lo cierren.",triste cerrado febrero háganlo seguro señores parque cierren
1281,Muy bonito museo,bonito museo
1282,"Amé este lugar! La distribución y la vegetación que lo rodea te hace sentir dentro de la selva! Aunque es importante que sepas   lo siguiente antes de ir:

***Aunque el clima aquí es muy cálido, de preferencia lleva pantalón (y no shorts o falda) y aplícate la mayor cantidad de REPELENTE de MOSCOS que puedas, ya que dentro del parque no está permitido llevarlo contigo. La zona entera es un criadero de moscos (cientos de ellos) y sus picaduras son EN VERDAD PONZOÑOZAS!!! No te dejarán en paz durante todo el recorrido***

Ahora sí, en su interior encontrarás el museo con interesantes piezas arqueológicas, un minizoológico, un aviario, un herpetario donde por $20mxn podrás tomarte una foto con una serpiente albina y conocerás a ""Papillon"" un cocodrilo (ahora disecado) al que le dedicaron una sala entera en este parque.

Y por supuesto, no podrás dejar de notar a las decenas de tejones que deambulan por todo el lugar sin miedo ni prejuicio, eso sí, no intentes tocarlos, porque siguen siendo animales salvajes y te pueden hacer daño.

La entrada cuesta $35mxn nacional y $40 extranjero, no puedes entrar con mochila (puedes dejarla en paquetería) y para el museo  está prohibido ingresar con  alimentos y bebidas (aunque dentro hay una cafetería donde puedes comprar comida).

Espero que, tomando las debidas precauciones, disfrutes tanto como nosotros estar aquí!!! 🤗",amé distribución vegetación rodea sentir selva importante sepas clima cálido preferencia pantalón shorts falda aplícate cantidad repelente moscos puedas parque permitido llevarlo zona entera criadero moscos cientos picaduras ponzoñozas dejarán paz recorrido interior encontrarás museo interesantes piezas arqueológicas minizoológico aviario herpetario mxn podrás tomarte foto serpiente albina conocerás papillon cocodrilo disecado dedicaron sala entera parque podrás dejar notar decenas tejones deambulan miedo prejuicio intentes tocarlos siguen animales salvajes daño entrada cuesta mxn nacional extranjero puedes entrar mochila puedes dejarla paquetería museo prohibido ingresar alimentos bebidas cafetería puedes comprar comida espero tomando debidas precauciones disfrutes 
1283,"Me gusto en un espacio funcional y agradable conoces una cultura facinante y disfrutas de el zoológico
Lo más impactante es la gran Cabeza",gusto espacio funcional agradable conoces cultura facinante disfrutas zoológico impactante cabeza
1284,"Muy bonito, para pasarlo en familia",bonito pasarlo familia
1285,Un sitio excelente que te transporta a una selva dentro de la ciudad. Aunque sería mejor si le prestan atención a los animales que están en mal estado. El parque sería una experiencia mágica.,sitio excelente transporta selva ciudad prestan atención animales parque experiencia mágica
1286,"Todo muyblimpio y perfectamente diseñado, falta un poco mas de cuidado en el zoológico pero en general muy bien",muyblimpio perfectamente diseñado falta cuidado zoológico
1287,Excelente sitio para conocer un poco más de nuestra cultura vegetación prediosa puedes apreciar los coati y algunos monos araña que andan ahí por los árboles obvio siempre respetando su habitad eso si procura llevar sombrilla o impermeable,excelente sitio cultura vegetación prediosa puedes apreciar coati monos araña andan árboles obvio respetando habitad procura sombrilla impermeable
1288,"Museo muy lindo, ordenado, hay tachos de basura, fui caminando desde el terminal de Ado Villahermosa Tabasco hasta el museo 20 min, la entrada al museo esta 39 pesos. Aprenderan mucho sobre la cultura Olmeca las piezas que se exiben son originales.",museo lindo ordenado tachos basura caminando terminal ado villahermosa tabasco museo min entrada museo pesos aprenderan cultura olmeca piezas exiben originales
1289,"Excelente concepcion de su creador el poeta Carlos Pellicer, muy bien integrados las 2tematicas de parque y museo con amplios jardines y espacios en su totalidad, muy limpio y organizado todo, ademas que el costo de su entrada es a un precio muy accsesible...",excelente concepcion creador poeta carlos pellicer integrados tematicas parque museo amplios jardines espacios totalidad limpio organizado costo entrada precio accsesible
1290,"Muy buen lugar para recorrer si quieres conocer acerca de la historia, flora y fauna de la región.",recorrer quieres acerca historia flora fauna región
1291,"Viajas por un universo ancestral, sonoro y biodiverso, saludas pequeños mamíferos que caminan a tu lado, hueles la historia y te dejas invadir por un calorcito hermoso",viajas universo ancestral sonoro biodiverso saludas pequeños mamíferos caminan hueles historia dejas invadir calorcito hermoso
1292,"Es un paseo bien divertido, olvidas que estas en medio de un ciudad, el zoo me parecio bien interesante y a diferencia de otros a los que he ido no tienen tan descuidados a los animales, con cabezas colosales y demás esculturas olmecas expuestas al aire libre que además te hacen aprender un poco mas de la cultura madre",paseo divertido olvidas ciudad zoo parecio interesante diferencia ido descuidados animales cabezas colosales esculturas olmecas expuestas aire libre aprender cultura madre
1293,Muy bonito y limpio puedes caminar tranquilamente,bonito limpio puedes caminar tranquilamente
1294,Exelente museo para pasar unas horas de la cultura olmeca,exelente museo pasar cultura olmeca
1295,Nunca había visitado este Parque sin embargo superó mis expectativas nunca me imaginé que iba a caminar por en medio de una pequeña porción de la selva de Tabasco mientras descubría fragmentos de la Historia de México y nuevas especies animales.,visitado parque superó expectativas imaginé iba caminar pequeña porción selva tabasco descubría fragmentos historia méxico especies animales
1296,"Una exelente opción, buena atención, sabor y calidad en sus alimentos. Super recomendado....",exelente opción atención sabor calidad alimentos super recomendado
1297,Excelente parque lo recomiendo,excelente parque recomiendo
1298,"Bonito lugar, solo le hace falta un poco de mantenimiento para estar excelente",bonito falta mantenimiento excelente
1299,Lindo lugar para visitar en familia.,lindo visitar familia
1300,"Un lugar muy bonito cultural, muchas piezas arqueológicas, también  hay animales hermosos.",bonito cultural piezas arqueológicas animales hermosos
1301,Hermoso lugar para compartir y pasar un día con la familia.,hermoso compartir pasar familia
1302,Muy bonita experiencia precio accesible e instalaciones adecuadas vale la pena claro que regresaria,bonita experiencia precio accesible instalaciones adecuadas vale pena regresaria
1303,Las instalaciones se encuentran en un mal estado donde no hay buena atención hacia las instalaciones dónde viven los animales y lugares que están vacíos sucio agua toda sucia muy pocos animales se requiere un poco más de atención hacia este este parque,instalaciones encuentran atención instalaciones viven animales lugares vacíos sucio agua sucia animales requiere atención parque
1304,Es muy bonito y limpio,bonito limpio
1305,Me pareció un excelente Parque Museo,pareció excelente parque museo
1306,"Me gustó bastante, el horario es de 8am a 4:30pm, aunque esté cerrado puedes caminar al rededor y es maravilloso encontrarte con iguanas, changos y muchos tejones amigables...con suerte veraz en el lago algún cocodrilo. Cuando vallas cuida el lugar, está muy limpio 😊",gustó horario am pm cerrado puedes caminar rededor maravilloso encontrarte iguanas changos tejones amigablescon suerte veraz lago cocodrilo vallas cuida limpio 
1307,Excelente lugar para caminar en familia y conocer un poco más de tabasco,excelente caminar familia tabasco
1308,"Buen lugar para caminar con la familia y admirar la fauna,vegetación y esculturas prehispánicas",caminar familia admirar faunavegetación esculturas prehispánicas
1309,Bueno para convivir con la familia,convivir familia
1310,"Muy padre, es un bosque con mucha área verde, los animales silvestre están sueltos, el recorrido es muy padre por el parque museo, un día especial para ir en familia, y otra de las ventajas es que en estas fechas por la contingencia no hay mucha gente y disfrutas al máximo el parque",padre bosque área verde animales silvestre sueltos recorrido padre parque museo especial familia ventajas fechas contingencia gente disfrutas máximo parque
1311,"Si quieres conocer parte de la flora, fauna, y cultura olmeca Tabasqueña, estás en el lugar correcto.",quieres flora fauna cultura olmeca tabasqueña correcto
1312,Ver la carita de los niños al ver los animalitos es incomparable. Porque para ellos es este parque museo .,carita niños animalitos incomparable parque museo
1313,"Buen lugar para pasar la tarde con la familia, apreciar flora y fauna de Tabasco y aprender más sobre la cultura Olmeca",pasar familia apreciar flora fauna tabasco aprender cultura olmeca
1314,Excelente lugar muy bonito para conocer el museo y el zoológico un poco de basura pero lo demás excelente,excelente bonito museo zoológico basura excelente
1315,Me encantó el parque! Vale la visita,encantó parque vale visita
1316,Hermosos bajages de paleontologos en un gran museo iconico e histórico mucha riqueza cultural y mucha selva tropical,hermosos bajages paleontologos museo iconico histórico riqueza cultural selva tropical
1317,Muy buen lugar,
1318,"Hermoso sitio en el centro de la ciudad de villahermosa, el paseo por el Museo y la historia de los olmecas es educativo",hermoso sitio centro ciudad villahermosa paseo museo historia olmecas educativo
1319,Un lugar que tienes que visitar sin duda cuando vas a Villahermosa,visitar duda vas villahermosa
1320,"Muy buen lugar turístico, para ir con la familia, amigos, etc., Una variedad de animales y plantas así como diferentes artículos  arqueológicos y un museo,",turístico familia amigos etc variedad animales plantas artículos arqueológicos museo
1321,"Bastante vegetación,  flora y fauna. Todo el personal es muy atento, es recomendable visitarlo en la mañana para evitar el sol.",vegetación flora fauna personal atento recomendable visitarlo mañana evitar sol
1322,Muy bonito e interesante... Las esculturas de piedra están geniales!!,bonito interesante esculturas piedra geniales
1323,"El lugar está muy bien ubicado y el concepto es bueno. La parte de la arqueología esta excelente y la manera en como recorres dentro de la selva lo hace más interesante. Sin embargo, la parte del zoológico es un poco deprimente porque el ambiente en las jaulas para muchos animales es muy triste y el espacio muy pequeño, en cuanto a limpieza no hay nada de que quejarse porque todas estás limpias y con suficiente agua. Importantísimo llevar repelente para mosquitos porque son bien carniceros y pican a través de la mezclilla y si no llevan y alguien de la entrada les dice que venden repelente no lo piensen y comprenlo  será la diferencia entre pasarla bien o ir corriendo",ubicado concepto arqueología excelente recorres selva interesante zoológico deprimente ambiente jaulas animales triste espacio pequeño limpieza quejarse limpias suficiente agua importantísimo repelente mosquitos carniceros pican mezclilla llevan alguien entrada venden repelente piensen comprenlo diferencia pasarla corriendo
1324,Es un lugar bellísimo y agradezco la oportunidad de ver esas joyas arqueológicas. Sin embargo tienen un mini zoológico donde los espacios son muy pequeños para los animales y eso me parece crueldad,bellísimo agradezco oportunidad joyas arqueológicas mini zoológico espacios pequeños animales crueldad
1325,Un gran museo y muy bonito lo malo es el calor pero se te olvida además saliendo de ahí puedes dar una vuelta por la laguna y hay dos plazas comerciales El costo de entrada al museo es de 41.00(fui en viernes ) y cuenta con zoológico,museo bonito malo calor olvida saliendo puedes vuelta laguna plazas comerciales costo entrada museo viernes zoológico
1326,Hermoso lugar lo súper recomiendo para pasar una tarde agradable con la familia,hermoso súper recomiendo pasar agradable familia
1327,"Muy bien conservado, una reunión con la cultura olmeca",conservado reunión cultura olmeca
1328,"Es un lugar donde ehacemos bastante calor, adentro hay animalitos rondando sólos por el mundo y una laguna artificial si te quedas a ver y con tiempo es un lugar que merece ser visitado si vas de paseo o paso por la ciudad de Villa hermosa Tabasco.
De lo poco que conocí pero valió la pena.",ehacemos calor adentro animalitos rondando sólos mundo laguna artificial quedas merece visitado vas paseo paso ciudad villa hermosa tabasco conocí valió pena
1329,Un excelente lugar para visitar todas sus galerías y aprendiendo de nuestros antepasados muy buen lugar,excelente visitar galerías aprendiendo antepasados
1330,"Es un museo con gran contenido sobre la cultura olmeca, el zoologico no es muy grande ni tiene gran variedad de animales pero es una visista muy agradable",museo contenido cultura olmeca zoologico grande variedad animales visista agradable
1331,"Buen lugar, sin embargo no disfruto animales enjaulados! El personal excelente!",disfruto animales enjaulados personal excelente
1332,Se crea un entorno de paz y armonía con los familiares ♥️,crea entorno paz armonía familiares 
1333,Un hermoso lugar,hermoso
1334,CERRADO LOS DOMINGOS !!! Mal la información….   Venir de lejos y encontrar cerrado….   Que PÉSIMA administración tan poco visionaria y falta de consideración al turismo.   Mínimo deberían de publicarlo en su página….  Pero creo que es mucho esperar de ellos.,cerrado domingos información… venir encontrar cerrado… pésima administración visionaria falta consideración turismo mínimo deberían publicarlo página… esperar
1335,Si vienes a Villahermosa tienes que venir a este museo .es de lo mejor,vienes villahermosa venir museo
1336,Me encanto un lugar donde puedes pasar en familia 👪 y explorar siempre los animales muy bonitos,encanto puedes pasar familia  explorar animales bonitos
1337,Agradable lugar para pasar un buen rato en compañía de la familia o amigos.,agradable pasar rato compañía familia amigos
1338,"Excelente lugar para recorrer, sentir la naturaleza de ese bello estado. Y además recordando clases de historia con esas bellas figuras olmecas. El mejor museo a campo abierto. Lleven repelente por qué hay un buen de mosquitos. Los panuchos en la entrada están deliciosos 😍😍",excelente recorrer sentir naturaleza bello recordando clases historia bellas figuras olmecas museo campo abierto lleven repelente mosquitos panuchos entrada deliciosos 
1339,Bonito lugar para pasear y hay unas que otras pokeparadas para los que juegan pokemongo.,bonito pasear pokeparadas juegan pokemongo
1340,Muy bonito lugar para pasear,bonito pasear
1341,Hermoso parque nos tocó un guía ameno y todo muy bien explicado,hermoso parque tocó guía ameno explicado
1342,"Es un lugar maravilloso, lleno de historia y cultura, indispensable visitarlo cuando vayas a Villahermosa 😀",maravilloso lleno historia cultura indispensable visitarlo vayas villahermosa 
1343,"Museo de historia Natural de Villahermosa, junto al parque la venta, aquí encontrarás muestras fósiles de varias eras geológicas, hay esqueletos de dinosaurios, fósiles, la evolución del hombre y quien es el responsable de tan impresionante obra",museo historia natural villahermosa parque venta encontrarás muestras fósiles geológicas esqueletos dinosaurios fósiles evolución hombre responsable impresionante obra
1344,"Muy bonito, muchos animales, y zona arqueológica al aire libre ( es el único museo que los expone así) genial",bonito animales zona arqueológica aire libre único museo expone genial
1345,"Wow, tarde más de un día en recorrer todo lo que hay para ver aquí vale mucho la pena, tanto en la parte exterior como el museo.",wow recorrer vale pena exterior museo
1346,"Está bonito, solo que algunos animalitos se veian estresados",bonito animalitos veian estresados
1347,Muy interesante lugar y con los comentarios del guía se aprecia mejor .. vale la pena visitarlo,interesante comentarios guía aprecia vale pena visitarlo
1348,Exelente lugar ideal para pasar un muy buen rato tomar unas buenas fotos.,exelente ideal pasar rato tomar fotos
1349,muy interesante. la vegetación y la historia de la cultura olmeca. vale la pena visitarlo.,interesante vegetación historia cultura olmeca vale pena visitarlo
1350,Lo tienen muy deteriorado me toco ir hace 7 años y estaba mucho mejor que lastima de historia tan olvidada,deteriorado toco años lastima historia olvidada
1351,Pésima experiencia en su estacionamiento me. Robaron abrieron mi coche y robaron todo. 😠😠😠😠,pésima experiencia estacionamiento robaron abrieron coche robaron 
1352,"Muy bonito para caminar y disfrutar con familia, con amigos, o simplemente pasar el rato.",bonito caminar disfrutar familia amigos simplemente pasar rato
1353,Mi bien señalado mucha cultura rampas para sillas de ruedas,señalado cultura rampas sillas ruedas
1354,"Extraordinario el lugar, todos los animales y las piezas arqueológicas muy bien cuidadas Para ser gratuito",extraordinario animales piezas arqueológicas cuidadas gratuito
1355,Venimos viajando desde alemania y planendo visitar el museo desde un par de meses y no es posible que no puedan actualizar la pagina ni poner avisos de que esta cerrado los domingos. Inclusive aqui muestra que esta abierto. Muy decepcionado.,venimos viajando alemania planendo visitar museo par meses puedan actualizar pagina avisos cerrado domingos inclusive muestra abierto decepcionado
1356,Es un excelente lugar para caminar y ver coatis.,excelente caminar coatis
1357,Bonito lugar para pasar bien en familia,bonito pasar familia
1358,El parque esta bastante limpio. El recorrido bastante ameno.,parque limpio recorrido ameno
1359,Hermoso Muy bien cuidado,hermoso cuidado
1360,"Me gusto mucho recorrer este bello parque donde se respira aire puro, se aprende historia al ver los vestigios de semejante cultura. Soy argentina y admiradora de la historia, la gastronomia   y la amabilidad de la gente  de Mexico !!!",gusto recorrer bello parque respira aire puro aprende historia vestigios semejante cultura argentina admiradora historia gastronomia amabilidad gente mexico
1361,"Etapa de los Olmecas!!! Interesante para conocer. Villa Hermosa, Tabasco.",etapa olmecas interesante villa hermosa tabasco
1362,"Uno de los mejores lugares que tiene Villahermosa, muy recomendable para los turistas!",mejores lugares villahermosa recomendable turistas
1363,Hermoso lugar para visitar,hermoso visitar
1364,Magnífico lugar,magnífico
1365,Muy visitado ideal para reencontrarse con las raíces  olmecas,visitado ideal reencontrarse raíces olmecas
1366,Desafortunadamente por la pandemia se encuentra cerrado pero me quedo con estas imágenes,desafortunadamente pandemia cerrado quedo imágenes
1367,"Se vive una experiencia increíble aunque le falta mas historia,  tiene muchas cosas hermosas e historias que deben ser contadas",vive experiencia increíble falta historia hermosas historias contadas
1368,Un lugar muy bueno para conocer y estar con la naturaleza,naturaleza
1369,"Es un museo al aire libre, atesora una de las más grandes colecciones de piezas pertenecientes a la cultura olmeca, descubiertas en la ciudad prehispánica de La Venta.  El museo cuenta con una extensión, en el que se muestra una colección monumentos arqueológicos entre altares, estelas, cabezas colosales  y complementan su contenido con especies de fauna viva, entre mamíferos, aves y reptiles, además de la flora representativa de esta región tropical. Definitivamente te vas a divertir y caminar un buen así que tienes que ir preparado. La entrada al parque es accesible no es caro. Lo malo es que si les falta un buen mantenimiento más donde se encuentran los animales.",museo aire libre atesora colecciones piezas pertenecientes cultura olmeca descubiertas ciudad prehispánica venta museo extensión muestra colección monumentos arqueológicos altares estelas cabezas colosales complementan contenido especies fauna viva mamíferos aves reptiles flora representativa región tropical definitivamente vas divertir caminar preparado entrada parque accesible caro malo falta mantenimiento encuentran animales
1370,La historia de México se nutre de sus culturas. Los Olmecas nos dejaron parte de ellos. Si vas a Villahermosa es lugar para visitar.,historia méxico nutre culturas olmecas dejaron vas villahermosa visitar
1371,"Es un parque muy bonito y antiguo, hay animales y zona arqueológica un lugar que cuenta la historia de la civilización olmeca y te adentra en un Tabasco prehispánico. Sorprende su hábitat selvático en medio de la ciudad, es casi parada obligatoria en Villahermosa. La entrada cuesta $41, estudiantes y personas mayores tienen descuento. Lo único malo es que está algo descuidado hace falta personal y mantenimiento en algunas áreas; tiene una tienda de artesanías, una tienda, baños y hay que ir cómodo y fresco pues hace mucho calor,  llevar repelente y protector solar.",parque bonito antiguo animales zona arqueológica historia civilización olmeca adentra tabasco prehispánico sorprende hábitat selvático ciudad parada obligatoria villahermosa entrada cuesta estudiantes personas mayores descuento único malo descuidado falta personal mantenimiento áreas tienda artesanías tienda baños cómodo fresco calor repelente protector solar
1372,"Los monumentos bien cuidados y la gente al pendiente, el zoológico si está un poquito descuidado.",monumentos cuidados gente pendiente zoológico poquito descuidado
1373,"Excelente recorrido, contiene recreación, cultura, historia y una bella expresión de nuestro país.",excelente recorrido contiene recreación cultura historia bella expresión país
1374,"Un museo dentro un pedacito de selva, hermoso, precioso, impresionantemente bello ! ! !",museo pedacito selva hermoso precioso impresionantemente bello
1375,"El costo de entrada es de 42.00 para nacionales, tienen diferentes costos si eres extranjero o local. El recorrido aprox es de 2 horas y no se admiten mascotas.",costo entrada nacionales costos extranjero local recorrido aprox admiten mascotas
1376,tienen un show nocturo q se ve bastante agradable,show nocturo q ve agradable
1377,"Es un bello lugar soy muy amables, no te dejan pasar con comida, solo con agua sola por aquello de que los animalitos se ponen loquitos con los alimentos y hay muchos de esos pedilones que se escapan del parque jejeje pero te advierten que no les den nada para que no te vayan a querer morder, veo que los tienen bien atendiditos no se ven flacos aunque si tristes.",bello amables dejan pasar comida agua animalitos ponen loquitos alimentos pedilones escapan parque jejeje advierten den vayan querer morder veo atendiditos ven flacos tristes
1378,"Mucho calor, pero muy bonito lugar.  Malamente hay animales en cautiverio.",calor bonito malamente animales cautiverio
1379,excelente lugar para pasar tiempo con la familia,excelente pasar familia
1380,Muy buen lugar hay una gran variedad de Animales y reliquias prehispanicas,variedad animales reliquias prehispanicas
1381,"Hermoso lugar, muy tranquilo para pasar un rato agradable",hermoso tranquilo pasar rato agradable
1382,Hermoso lugar me fascinó. Para mi gente de san luis potosi,hermoso fascinó gente san luis potosi
1383,muy bpnito lugar con mucha historia,bpnito historia
1384,"Excelente muy bonito lugar, muy amables los cuidadores y los animales bien atendidos",excelente bonito amables cuidadores animales atendidos
1385,Es un lugar único puedes pasear hacer deporte ver el museo el parque y más me gusta mucho este lugar,único puedes pasear deporte museo parque gusta
1386,"El lugar es bonito, el área de zoológico se ven cuidados los animales, el área de animales nocturnos lleva tiempo ""en mantenimiento"" me gustaría ver los animales de esa área, el área de museo le falta mantenimiento, aunque las piezas se en cuidadas, el ambiente que las rodea no. Ambiente familiar y didáctico.",bonito área zoológico ven cuidados animales área animales nocturnos mantenimiento gustaría animales área área museo falta mantenimiento piezas cuidadas ambiente rodea ambiente familiar didáctico
1387,"La historia del museo es muy padre.
Es un gran logro de Tabasco y está bien ubicado.
Tienes que ir preparado con repelente de mosquitos, bloqueador y agua.
Hay piezas arqueológicas, un mini zoológico y una sala con información.
Creo que hacen falta más guías.

Excelente.",historia museo padre logro tabasco ubicado preparado repelente mosquitos bloqueador agua piezas arqueológicas mini zoológico sala información falta guías excelente
1388,"Muy bien organizado y hasta zoológico tiene, aprendes todo y apoyas a los jóvenes. Ideal para la familia y para viajeros.",organizado zoológico aprendes apoyas jóvenes ideal familia viajeros
1389,Es un lugar donde no se han preocupado por el bienestar de los animales! Los tienen en lugares muy pequeños y mal cuidados! Ya ha cambiado el concepto de Zoológico y en el Museo La Venta no debería de haber animales en tan horribles condiciones!,preocupado bienestar animales lugares pequeños cuidados cambiado concepto zoológico museo venta debería animales horribles condiciones
1390,Es bueno pero necesita un GRAN MANTENIMIENTO,necesita mantenimiento
1391,"Un hermoso lugar donde se conjunta la flora, fauna y arqueología",hermoso conjunta flora fauna arqueología
1392,Un lugar excelente para visitar el museo y parque.🤗,excelente visitar museo parque
1393,"Es un lugar muy verde, con mucha historia, el recorrido es muy entrenido por la charla de los guías y la vista muy agradable que tiene el lugar. Es para toda la familia y de paso saliendo del museo se encuentran otras atracciones.",verde historia recorrido entrenido charla guías vista agradable familia paso saliendo museo encuentran atracciones
1394,En medio de la ciudad un parque ecológico con piezas arqueologicas,ciudad parque ecológico piezas arqueologicas
1395,"Recomendable acudir muy temprano, apenas aperturen, ya que se disfrutar viendo a algunos animales en su hábitat, como tlacuaches, mapaches, coaties, garzas entre otros, además de los que estan en el zoológico. Visitar el cuerpo de 'Papillon' disecado es toda una maravilla; no dejando de lado lo maravilloso de la cultura Olmeca. No olvides tomarte un pozol bien frio con dulce a la salida.",recomendable acudir aperturen disfrutar viendo animales hábitat tlacuaches mapaches coaties garzas zoológico visitar cuerpo papillon disecado maravilla dejando maravilloso cultura olmeca olvides tomarte pozol frio dulce salida
