,Comentario,Texto limpio
759,"Porque es increíble que ahí podemos regresar el tiempo,y ver de dónde venimos. Visiten este museo,la aventura esta cool.",increíble regresar tiempoy venimos visiten museola aventura cool
760,"El.mejor museo de América Latina, no solo por su belleza,sino por su contenido",elmejor museo américa latina bellezasino contenido
761,"Un ""must go"" de esta ciudad. Lo recomiendo a todo mexicano o turista que desee conocer un poco más acerca de este bello país. Sólo que hay demasiadas personas los domingos. Si quieres disfrutarlo plenamente, ven otro día, aunque debas pagar un poco. No te arrepentirás",must go ciudad recomiendo mexicano turista desee acerca bello país demasiadas personas domingos quieres disfrutarlo plenamente ven debas pagar arrepentirás
762,"Museo en la CDMX que cuenta la historia de nuestros antepasados a travez de las culturas establecidas en el pais, que le dieron señorio, desde los aztecas en el centro del pais hasta los purepechas en el occidente, los olmecas y los mayas hacia el sur etc.. dejandonos una riqueza cultural vasta como grandes piramides, arquitectura...",museo cdmx historia antepasados travez culturas establecidas señorio aztecas centro purepechas occidente olmecas mayas sur etc dejandonos riqueza cultural vasta piramides arquitectura
763,"Museo de Antropologia uno de los más importantes e interesantes, con una amplia colección prehispánica y de orígenes de nuestro México con exposiciónes permanentes y una temporal  en el corazón de la ciudad de mexico, Av Reforma en el bosque de Chapultepec fácil acceso ya sea por transporte particular o público (metro auditorio o metrobus Antropologia) de aquí mismo se puede hacer caminata hacia varios más... ¡¡No dejen de visitarlo!!",museo antropologia importantes interesantes amplia colección prehispánica orígenes méxico exposiciónes permanentes temporal corazón ciudad mexico av reforma bosque chapultepec fácil acceso transporte particular público metro auditorio metrobus antropologia caminata dejen visitarlo
764,Definitivamente el mejor museo de antropología que he visto en los últimos tiempos muy bien organizado hermosas salas de exhibición facilidad para personas con discapacidad excelente restaurante en fin un sitio maravilloso para pasar el día aprendiendo la historia y la cultura mexicana.,definitivamente museo antropología visto tiempos organizado hermosas salas exhibición facilidad personas discapacidad excelente restaurante sitio maravilloso pasar aprendiendo historia cultura mexicana
765,"Es un gran museo, de hecho el museo más grande e importante de latinoamérica; guarda entre sus paredes una colección inmensa de objetos, bienes muebles antropológicos. También tiene exposiciones temporales de nivel mundial. Además celebra  eventos académicos como coloquios, conferencias, cursos, ect. En sus 3 auditorios",museo museo grande importante latinoamérica guarda paredes colección inmensa objetos bienes muebles antropológicos exposiciones temporales nivel mundial celebra eventos académicos coloquios conferencias cursos ect auditorios
766,"Gran museo de México y el mundo. Cuenta con  infinidad de piezas arqueológicas que si se revisan a detalle, requerirá de múltiples visitas. Imperdibles las salas mexica y maya.",museo méxico mundo infinidad piezas arqueológicas revisan detalle requerirá múltiples visitas imperdibles salas mexica maya
767,"Muy ordenado, por lo menos mediodía si se quiere recorrer todas las salas con paciencia (1er y 2do piso) protocolos covid-19 estrictos, permiten fotografías sin flash desde celular, no videos.",ordenado mediodía recorrer salas paciencia er do piso protocolos covid estrictos permiten fotografías flash celular videos
768,"El Museo Nacional de México es  verdaderamente una hermosa experiencia visitarlo . Desde su entrada con una enorme fuente representada por  el Dios Tlaloc Dios de la lluvia que da la bienvenida a todo visitante , haciendo la estancia en el lugar muy agradable.   Asimismo te hace vivir toda la   historia de México bien detallada paso a paso en cada una de sus salas . Las belleza de la arqueología encontrada y exhibida aqui en este Museo te hace retroceder en el tiempo. Vale mucho la pena visitarlo .",museo nacional méxico verdaderamente hermosa experiencia visitarlo entrada enorme fuente representada dios tlaloc dios lluvia bienvenida visitante estancia agradable asimismo vivir historia méxico detallada paso paso salas belleza arqueología encontrada exhibida museo retroceder vale pena visitarlo
769,"Excelente ubicación,!! Precio accesible,  información .  Lugar y ambiente familiar, muy recomendable !!;",excelente ubicación precio accesible información ambiente familiar recomendable
770,"Está muy bueno, pero hay que ir con mucho tiempo. Entrada $70 pesos. Los domingos es gratis para público nacional y extranjeros residentes. Todos los días gratis para mayores de 60 con credencial INAPAM, menores de 13, personas con discapacidad, profesores y estudiantes con credencial vigente.",entrada pesos domingos gratis público nacional extranjeros residentes gratis mayores credencial inapam menores personas discapacidad profesores estudiantes credencial vigente
771,Un sitio obligado en tu trip si vienes a la Ciudad de México.,sitio obligado trip vienes ciudad méxico
772,"Uno de los mejores museos que tiene la CDMX, al cual puedes llegar con mucha facilidad por su fácil ubicación, justamente frente al bosque de Chapultepec... este espacio cuenta con una buena colección y excelente montaje, como para enseñarnos de donde venimos y especialmente para hacernos sentir orgullosos por ser mexicanos.",mejores museos cdmx puedes llegar facilidad fácil ubicación justamente frente bosque chapultepec espacio colección excelente montaje enseñarnos venimos especialmente hacernos sentir orgullosos mexicanos
773,"El museo es grande así que se necesita mucho tiempo para apreciar todo. El restaurante ""sala gastronómica "" es una buena opción para descansar y tomar o comer algo.  Muy atento y gentil servicio 👌",museo grande necesita apreciar restaurante sala gastronómica opción descansar tomar comer atento gentil servicio 
774,"Excelente, buenas medidas de higiene, solo pediría más guardias en las salas por la gente que no respeta y quiere estar tocando",excelente medidas higiene pediría guardias salas gente respeta tocando
775,Es un lugar que todo visitante a CDMX debería tomarse un tiempo para conocer por la riqueza de la cultura prehispánica de México y Centroamérica.,visitante cdmx debería tomarse riqueza cultura prehispánica méxico centroamérica
776,"Sin duda uno de los mejores museos que he visitado, al nivel de los mejores del mundo. Para los visitantes nacionales les recomiendo ir los domingos a las 9 de la mañana, la sala mexica no se llena de gente hasta las 10 así que pueden tomar fotos a gusto. La tienda de recuerdos vende réplicas preciosas de algunas obras de la exposición, libros y playeras. Revisen que hay en la sala de exposiciones temporales, casi siempre hay cosas muy interesantes pero la entrada se paga aparte de la del museo.",duda mejores museos visitado nivel mejores mundo visitantes nacionales recomiendo domingos mañana sala mexica llena gente tomar fotos gusto tienda recuerdos vende réplicas preciosas obras exposición libros playeras revisen sala exposiciones temporales interesantes entrada paga aparte museo
777,"El museo más rico en piezas rescatadas, de los museos más hermosos de la ciudad de mexico y gran vestigio para la humanidad",museo rico piezas rescatadas museos hermosos ciudad mexico vestigio humanidad
778,"El Museo Nacional de Antropología (MNA) es uno de los recintos museográficos más importantes de México y de América. Está concebido para albergar y exhibir el legado arqueológico de los pueblos de Mesoamérica, así como para dar cuenta de la diversidad étnica actual del país.",museo nacional antropología mna recintos museográficos importantes méxico américa concebido albergar exhibir legado arqueológico pueblos mesoamérica diversidad étnica actual país
779,Muy bueno entretenido si hay q tener un buen de tiempo disponible para poderlo recorrer todo sobre todo si te enseña a datalle cada cultura y su existencia..,entretenido q disponible poderlo recorrer enseña datalle cultura existencia
780,Excelente lugar para pasar el día ya que tiene bastantes cosas para ver y aprender... No te arrepentirás,excelente pasar bastantes aprender arrepentirás
781,"Hermoso, todo bien controlado por parte del museo. Sólo para aquellos sedientos de querer aprender, los baños son limpios al igual que todas las salas.",hermoso controlado museo sedientos querer aprender baños limpios salas
782,Si empre he sido fan de este lugar y la exposición de las Huellas de Buda estuvo buena perp creí que habría piezas más grandes,empre fan exposición huellas buda perp creí piezas
783,Un lugar fabuloso totalmente recomendado para aprender más sobre las diversas culturas prehispánicas que se asentaron en lo que hoy en día es nuestro bello México,fabuloso totalmente recomendado aprender diversas culturas prehispánicas asentaron bello méxico
784,Excelente lugar para conocer las diferentes culturas que hay en México a través  de reliquias que se han encontrado a través de los años.,excelente culturas méxico reliquias encontrado años
785,"Uno de los mejores museos que conozco, es muy grande por lo que recomiendo hacer un plan para ver lo más integrante o lo que más te guste , ya fui 5 veces y voy a volver así que te paso mi lista de favoritos",mejores museos conozco grande recomiendo plan integrante guste volver paso lista favoritos
786,"El más importante en México, 100% Recomendable",importante méxico recomendable
787,"Un super lugar para conocer la historia antigua de México, hay diversas salas como la mexica, la maya, totonacas, culturas del sureste, etc, super padrísimo y los domingos es gratis la entrada, tiene una preciosa fuente en la plaza central no puedes venir a la cdmx y perderte está visita, hay más extranjeros que nacionales, la verdad es que un lugar super bello y cuidado, no te puedes perder la vista a los mexicas, y si eres de los que te preocupa el baño hay y limpios y bien cuidados.  Saludos desde Querétaro.",super historia antigua méxico diversas salas mexica maya totonacas culturas sureste etc super padrísimo domingos gratis entrada preciosa fuente plaza central puedes venir cdmx perderte visita extranjeros nacionales super bello cuidado puedes perder vista mexicas preocupa baño limpios cuidados saludos querétaro
788,El museo esta muy padre aunque estan algunas salas en reparacio o mantenimiento pero es chido,museo padre salas reparacio mantenimiento chido
789,"Un lugar muy interesante e importante ya que tiene salas con exposiciones de diversas culturas y los aspectos más importantes de cada una, así como piezas arqueológicas que ayudan a comprender mejor la vida de nuestros antepasados y la importancia que siguen teniendo en la actualidad",interesante importante salas exposiciones diversas culturas aspectos importantes piezas arqueológicas ayudan comprender vida antepasados importancia siguen actualidad
790,Lo mas representativo de la cultura mexicana.. la contribucion europea despues de 2 siglos con piezas excepcionales que son de este pais...debe ser visitada por todos los mexicanos.,representativo cultura mexicana contribucion europea siglos piezas excepcionales paisdebe visitada mexicanos
791,"Excelente lugar, es mágico y lleno de cultura",excelente mágico lleno cultura
792,"Estuvo bueno, pero cuesta llevar todo el día destinado al museo para alcanzar a recorrerlo, ya que es muy amplio!!!",cuesta destinado museo alcanzar recorrerlo amplio
793,"Encantada de ver y sentir la energía y la poesía,  de nuestros ancestros, antes de que nos fuera arrebatada por los invasores, todos sus tesoros culturales!! ❤️",encantada sentir energía poesía ancestros arrebatada invasores tesoros culturales 
794,Genial es impresionante 2018 abril,genial impresionante abril
795,Muy bonito lugar además de todo el conocimiento qué te llevas,bonito conocimiento llevas
796,"Hermoso lugar, lleno de historia y colecciones increíbles.",hermoso lleno historia colecciones increíbles
797,"Es increíble, me encanta este museo, aprendes muchísimo sobre las culturas.",increíble encanta museo aprendes muchísimo culturas
798,"Museo muy bonito,  pero muy grande, para recorrerlo todo hay que ir bien temprano pues son varias horas para hacerlo",museo bonito grande recorrerlo
799,"Museo de visita obligada si vas a la CDMX,   Muy bien estructurado, impactante y lleno de información interesante",museo visita obligada vas cdmx estructurado impactante lleno información interesante
800,¡Increíble! inmenso y fascinante. El tiempo no pasa aquí y a la vez no alcanza para recorrer todas las exposiciones. 100 recomendable.,increíble inmenso fascinante pasa alcanza recorrer exposiciones recomendable
801,"Es un lugar precioso, hace que una se sienta orgullosa de su origen.  Se requiere de varias visitas para ver completamente el museo.  Su tienda tiene bonitos productos con todo tipo de precios.",precioso sienta orgullosa origen requiere visitas completamente museo tienda bonitos productos tipo precios
802,"Muy bien ventilado y limpio, había buenas medidas de seguridad y las exhibiciones están bien mantenidas.",ventilado limpio medidas seguridad exhibiciones mantenidas
803,Excelente y necesitas tiempo para ir por qué para ver todas las salas a conciencia es casi todo el día,excelente necesitas salas conciencia
804,"Es un increíble lugar con invaluables objetos.   La entrada es gratis, presentando una identificación o credencial mexicana, para los extranjeros tiene costo de $75. En la explanada exterior puedes observar a los voladores de Papantla y a los danzantes aztecas. También degustar botanas muy mexicanas.",increíble invaluables objetos entrada gratis presentando identificación credencial mexicana extranjeros costo explanada exterior puedes observar voladores papantla danzantes aztecas degustar botanas mexicanas
805,Excelente lugar con un gran valor histórico y muy importante para la cultura Mexicana.,excelente histórico importante cultura mexicana
806,100% recomendable,recomendable
807,Es un lugar muy agradable para un fin de semana o ir con tu novia ademas de que aprendes cosas nuevas sobre los antepasados,agradable semana novia aprendes antepasados
808,"Sin duda un lugar que ningun mexicano deberia perderse, la entrada es gratuita los domingos, si llegad temprano las salas estan casi vacias para fotos espectaculares.",duda ningun mexicano deberia perderse entrada gratuita domingos llegad salas vacias fotos espectaculares
809,"Un lugar que todo mundo tiene que conocer, te enseña la cultura de nuestro país y sus orígenes. Los días domingos son gratis para los mexicanos y residentes que estén en el país y costo únicamente a extranjeros.",mundo enseña cultura país orígenes domingos gratis mexicanos residentes país costo únicamente extranjeros
810,"Inabarcable y asombroso. Estuvimos tres horas y desistimos, deberías ir tres días enteros y aún te faltaría tiempo. Es una visita obligada si vas al DF. El precio es irrisorio para el turista.",inabarcable asombroso desistimos deberías enteros faltaría visita obligada vas df precio irrisorio turista
811,"Excelente material arqueológico, uno de los museos mas bonitos y conmovedores que visité en mi vida. Conocer el grado de desarrollo cultural, social y científico de los pueblos originarios y como fueron diezmados por los europeos estremece hasta las lágrimas. Imperdible.",excelente material arqueológico museos bonitos conmovedores visité vida grado desarrollo cultural social científico pueblos originarios diezmados europeos estremece lágrimas imperdible
812,"La exposición ""Grandeza Mexicana"", bellísima. Es muy impresionante ver tantas figuras que han estado fuera de nuestro país.",exposición grandeza mexicana bellísima impresionante tantas figuras país
813,"Un recorrido increíble en este maravilloso lugar, cuánto por ver y apreciar, todos deberíamos visitar nuestros orígenes, saber de nuestros ancestros",recorrido increíble maravilloso apreciar deberíamos visitar orígenes ancestros
814,"Exaltar el pasado es conocer el presente, el origen de nuestra País, a través de las diversas y ricas culturas que se establecieron en México, el adentrarse a conocer a los Mexicas y el origen de la CDMX; es enriquecedor ver y trasportarse al pasado; compartir con los dioses, imaginar las ofrendas, el trabajo tan fino y tan detallado de las piezas en roca, el misticismo de la vida y la muerte para cada cultura, su organización y conocimiento que todavía puede sorprendernos, es una vita obligada al mejor museo de la CDMX; con tiempo, con ganas de disfrutar; incluso de presumir desde su entrada su inmensa columna de agua; cualquier extranjero queda pasmado de lo rico que es nuestro pais.",exaltar presente origen país diversas ricas culturas establecieron méxico adentrarse mexicas origen cdmx enriquecedor trasportarse compartir dioses imaginar ofrendas fino detallado piezas roca misticismo vida muerte cultura organización conocimiento sorprendernos vita obligada museo cdmx ganas disfrutar presumir entrada inmensa columna agua extranjero queda pasmado rico
815,"Me encanta saber más sobre la historia de las civilizaciónes, en especial las mexicanas, es un excelente lugar para ver piezas originales, réplicas y para saber más de nuestra cultura, vallan con tiempo para que alcancen a ver todo.",encanta historia civilizaciónes especial mexicanas excelente piezas originales réplicas cultura vallan alcancen
816,Excelentes exposiciones. Un vistazo amplio y espectacular hacia el origen de la humanidad y hacia las culturas que conforman nuestra identidad ❤,excelentes exposiciones vistazo amplio espectacular origen humanidad culturas conforman identidad 
817,"Es un gran museo, en todos los sentidos de la palabra. Vale mucho la pena visitarlo independientemente de si es por una tarea escolar, lo que puedo decir es que se necesita mucho tiempo para recorrerlo bien y estar dispuesto a aprender. Las exposiciones temporales son muy recomendables.",museo palabra vale pena visitarlo independientemente tarea escolar necesita recorrerlo dispuesto aprender exposiciones temporales recomendables
818,Hermoso y enorme lugar ! Tiene tantas salas de exhibiciones!,hermoso enorme tantas salas exhibiciones
819,"Me gustó mucho! Es muy grande, me quedé corta de tiempo para apreciar bien cada sala, en general está bien, lo único que noté es qué hay algunos errores mínimos en las descripciones, y que muchas no tienen traducción al inglés, lo cual creo que es importante.",gustó grande quedé corta apreciar sala único noté errores mínimos descripciones traducción inglés importante
820,"Se encuentra en remodelación, es importante mencionarlo, ya que vienen muchos turistas y se van decepcionados por qué no pueden entrar  ",remodelación importante mencionarlo vienen turistas decepcionados entrar
821,"Todos los que llegan de visita a México tienen que venir a este museo, cuenta con 23 salas de exposición. Y una sala temporal. Es un poco tardado el recorrido pero vale la pena. El costo del boleto es de $70, los niños menores de 13años no pagan entrada. No dejan entrar con alimentos. Si quieren llevar una cámara de video tienen que pagar por el permiso que es de $40.",llegan visita méxico venir museo salas exposición sala temporal tardado recorrido vale pena costo boleto niños menores años pagan entrada dejan entrar alimentos quieren cámara video pagar permiso
822,"Increíbles todas las salas, sobre todo la azteca y la maya, me encanta este museo, es gratis para estudiantes",increíbles salas azteca maya encanta museo gratis estudiantes
823,Visita obligada si se esta en la ciudad de Mexico. Increible museo el mas grande de Latinoamerica diseñado por el afamado arquitecto  Pedro Ramirez Vásquez Un recorrido viendo todos los tesoros de la cultura Maya y Asteca. Desde la piedra del Sol hasta la tumba de Pakal. No perderselo!! Fabuloso!!,visita obligada ciudad mexico increible museo grande latinoamerica diseñado afamado arquitecto pedro ramirez vásquez recorrido viendo tesoros cultura maya asteca piedra sol tumba pakal perderselo fabuloso
824,"ideal para recorrer con nuestros hijos y aprender de una forma visual. Empezar el recorrido muy temprano y asi ver detalladamente . Lastima no pudimos apresiar ""el paraguas "" por remodelacion.",ideal recorrer hijos aprender forma visual empezar recorrido detalladamente lastima pudimos apresiar paraguas remodelacion
825,"Nuestra historia es unas de las más hermosas del mundo, en este hermoso sitio, podremos disfrutar de muchos de los más importantes descubrimientos arqueológicos de nuestro país, también podrás comprar algunas réplicas en la entrada. Un lugar que nos lleva al los sitios más importantes de nuestro hermoso México.",historia hermosas mundo hermoso sitio podremos disfrutar importantes descubrimientos arqueológicos país podrás comprar réplicas entrada sitios importantes hermoso méxico
826,"Gran experiencia y colección, sin embargo el piso de arriba es una exposición más contemporánea y deberían incluir algún Mamut o algo así",experiencia colección piso exposición contemporánea deberían incluir mamut
827,Este museo es un lugar obligado qur  visitar cuando vayas a Ciudad de México... Hay una gran cantidad de información valiosa de la historia de México,museo obligado qur visitar vayas ciudad méxico cantidad información valiosa historia méxico
828,Me encantó. Tuve suerte que por mantenimiento la entrada fuera gratuita (el ingreso es 70 pesos por persona). Atención e informacion cordial. Servicios higiénicos limpios. Restaurante en el interior. Acceso para personas en silla de ruedas. Me fascinó la exposición de Buda  (brinda información con lenguaje braille y lenguaje con señas). Hubo partes que faltaba la descripción del objeto pero no resta puntos de decir que es el mejor museo que he visto. Me faltó tiempo para recorrerlo todo (estuve 4 horas y ya tenía hambre 😉).,encantó suerte mantenimiento entrada gratuita ingreso pesos persona atención informacion cordial servicios higiénicos limpios restaurante interior acceso personas silla ruedas fascinó exposición buda brinda información lenguaje braille lenguaje señas partes faltaba descripción objeto resta puntos museo visto faltó recorrerlo hambre 
829,Hay mucha información sobre las culturas de México y la conquista que tuvo. Las imágenes e información bastante detallada.  Felicidades!!,información culturas méxico conquista imágenes información detallada felicidades
830,Un museo que todo mexicano debe de visitar en su vida. Ojalá cuiden más los peces que se encuentran en el patio principal.,museo mexicano visitar vida ojalá cuiden peces encuentran patio principal
831,"El museo es una belleza sin duda. Me encantó pese a las prisas, lo que no me gustó es que en el estanque central tenían peces en muy poca agua como se puede apreciar en la foto, fuera de eso les comparto algunas fotos tomadas.",museo belleza duda encantó pese prisas gustó estanque central peces agua apreciar foto comparto fotos tomadas
832,"El museo de antropología e historia es uno de esos lugares que como mexicanos (as) debemos conocer. Se encuentra dividido en salas que se refieren a diferentes épocas y/o culturas que existieron en  nuestro territorio. Si deseas conocerlo bien deberías dedicarle mínimo dos dias, ya que debido a su gran cantidad de piezas y material sería muy dificil hacer un recorrido completo en sólo un día. Todas las salas son atractivas pero si no cuentas con demasiado tiempo podrías priorizar el conocimiento de las salas: Teotihuacan, Mexica, Tolteca y Maya. Adicionalmente en estos meses se está ofreciendo una exhibición llamada ""Una pieza, una cultura"", la cual busca lograr un mejor entendimiento de las diferentes culturas mesoamericanas a través del conocimiento de una pieza representativa de las mismas, misma que se exhibe acompañada de material museográfico de referencia; en esta ocasión y sólo hasta este mes de julio del 2018 se está exhibiendo la pieza Xochipilli la cual forma parte de la cultura mexica.",museo antropología historia lugares mexicanos as debemos dividido salas refieren épocas culturas existieron territorio deseas conocerlo deberías dedicarle mínimo cantidad piezas material dificil recorrido completo salas atractivas cuentas podrías priorizar conocimiento salas teotihuacan mexica tolteca maya adicionalmente meses ofreciendo exhibición llamada pieza cultura busca lograr entendimiento culturas mesoamericanas conocimiento pieza representativa exhibe acompañada material museográfico referencia ocasión mes julio exhibiendo pieza xochipilli forma cultura mexica
833,Muy bonito.,bonito
834,Esta padre el lugar solo que falta información ya que por la pandemia no abre domingos ni lunes solo es de martes a sábado el costo es muy accesible 80 pesos adultos y estudiantes no pagan entrada,padre falta información pandemia abre domingos lunes martes sábado costo accesible pesos adultos estudiantes pagan entrada
835,Un museo fascinante. El calendario azteca vale la pena ver en toda su majestuosidad. El museo tiene mas de 20 salas.,museo fascinante calendario azteca vale pena majestuosidad museo salas
836,"Es un lugar exageradamente increíble,  toda la historia contenida en un solo sitio, su arquitectura es majestuosa, su galería histórica es de otro nivel.",exageradamente increíble historia contenida sitio arquitectura majestuosa galería histórica nivel
837,Muy buen lugar ! Mínimo y para ver bien necesitas mínimo unas 6 horas! El restaurante es muy bueno ! 👌,mínimo necesitas mínimo restaurante 
838,No recomiendo asistir en domingo mucha gente por que es gratuito mejor pagar un día común pero apreciar cada detalle de tan maravilloso museo,recomiendo asistir domingo gente gratuito pagar común apreciar detalle maravilloso museo
839,"Siempre será de mis museos favoritos, con gran historia en cada una de sus salas... a demas de que en la sala maya decidimos el nombre de nuestra hija 😁",museos favoritos historia salas demas sala maya decidimos nombre hija 
840,"En este museo puedes aprender sobre las culturas más importantes del país y encontrar piezas importantes de la Historia en exhibición. Es un museo para visitar con toda la familia, los domingos la entrada es gratuita para nacionales.",museo puedes aprender culturas importantes país encontrar piezas importantes historia exhibición museo visitar familia domingos entrada gratuita nacionales
841,Se necesita más de una visita para recorrerlo.,necesita visita recorrerlo
842,"Excelente lugar en donde puedes apreciar un poco de la historia y evolución de la humanidad, así como  de las diferentes culturas del país, desde tiempos prehispánicos hasta la actualidad en sus diferentes salas temáticas. Vayan con tiempo para que puedan apreciar bien todas las exposiciones. Mínimo de 2-3 horas si no es que más.",excelente puedes apreciar historia evolución humanidad culturas país tiempos prehispánicos actualidad salas temáticas vayan puedan apreciar exposiciones mínimo
843,"Es un museo magnífico, si te gusta mucho la historia lo vas a disfrutar, ahora bien ni le pongo 5 estrellas por que se menciona que es gratuito, y si bien no fue mucho, se me cobró aproximadamente 4 usd para la entrada por persona.",museo magnífico gusta historia vas disfrutar pongo estrellas menciona gratuito cobró usd entrada persona
844,"Excelente lugar para visitar, es enorme, con un buen de cosas por ver, les recomiendo que busquen un guía para las explicaciones o lean sobre lo que están viendo así la experiencia será mejor, en domingo hay mucha gente y es una bronca estacionar, si van inviten 🦁👍🏻",excelente visitar enorme recomiendo busquen guía explicaciones lean viendo experiencia domingo gente bronca estacionar inviten 
845,"Bastante completo muy entretenido, recuerden ir temprano si quieren apreciar con calma las exposiciones",completo entretenido recuerden quieren apreciar calma exposiciones
846,"Extraordinario. Aunque creo que hay cosas que ya deben modernizarse, como las placas y los audiovisuales.",extraordinario modernizarse placas audiovisuales
847,"El mejor museo de nuestro país, es un recorrido maravilloso por las culturas prehispánicas desde la Olmeca hasta la Azteca.",museo país recorrido maravilloso culturas prehispánicas olmeca azteca
848,En esta fecha puedes visitar la exposición temporal “Belleza y Virtud. Coleccionismo inglés del arte clásico. Siglo XVIII” en el museo más importante de América latina.,fecha puedes visitar exposición temporal “belleza virtud coleccionismo inglés arte clásico siglo xviii” museo importante américa latina
849,"Museo con lo más representativo de la cultura mexicana con réplicas de múltiples esculturas y objetos originales de todo tipo, el museo como edificio es impresionante y para recorrerlo se requieren 3-4 horas. Se recomienda visita guiada.",museo representativo cultura mexicana réplicas múltiples esculturas objetos originales tipo museo edificio impresionante recorrerlo requieren recomienda visita guiada
850,"Breath taking, sencillamente es un espectáculo. Si vas a ciudad de México y no vas al museo a ver el calendario Maya. Es como si no fueras.",breath taking sencillamente espectáculo vas ciudad méxico vas museo calendario maya
851,"El mejor museo de México, con la colección  de piezas prehispánicas más hrs de del país, de verdad que es un museo con un co tenido histórico invaluable!",museo méxico colección piezas prehispánicas hrs país museo co histórico invaluable
852,Las Huellas de Buda,huellas buda
853,Impresionante la cultura prehispánica. Me hace sentir orgulloso del cacho te tierra qué me vio nacer.,impresionante cultura prehispánica sentir orgulloso cacho tierra vio nacer
854,Solicitar este abierto domingo los que trabajamos el único día libre es domingo y el museo esta Cerrado Es triste no poder admirar sus exposiciones,solicitar abierto domingo único libre domingo museo cerrado triste admirar exposiciones
855,"Demasiadas cosas por conocer. Para disfrutarlo hay que ir con tiempo, mínimo 4 horas. Hermoso",demasiadas disfrutarlo mínimo hermoso
856,"México, la segunda ciudad con más museos en el mundo y este museo es tan impresionante que muestra gran historia y cultura de nuestro país. El costo publico general es económico y para estudiantes y maestros mexicanos la entrada es gratuita presentando su credencial vigente",méxico ciudad museos mundo museo impresionante muestra historia cultura país costo publico económico estudiantes maestros mexicanos entrada gratuita presentando credencial vigente
857,Agradable y algo viejito pero muy a gusto. Falta mucho tiempo para recorrer todo el lugar. Fantástico.,agradable viejito gusto falta recorrer fantástico
858,"Excelente museo. Ordenado, limpio  y muy interesante",excelente museo ordenado limpio interesante
859,"Uno de los mejores museos de todo el país, es un espacio sin igual, muy amplio y con muchas cosas por ver, hace falta promocionar más las salas que se encuentran en la planta alta ya que siempre lucen un tanto vacías. Si vas es importante que te mentalices a hacer mucha fila para entrar, pero una vez que pasas los filtros y la taquilla, el recorrido es muy agradable.",mejores museos país espacio amplio falta promocionar salas encuentran planta alta lucen vacías vas importante mentalices fila entrar pasas filtros taquilla recorrido agradable
860,Es un museo muy completo y explícito.,museo completo explícito
861,"Exelente!!! Todo increíble para quien gusta de la historia, necesitas tiempo para recorrer todas las salas. Domingos no cover, los demás días 70",exelente increíble gusta historia necesitas recorrer salas domingos cover
862,"Esté es un museo muy grande y te recomiendo que si quieres apreciar todo y aprender le dediques un par de días. Es agradable de visitar, ya sea que lo recorras todo o solo algunas salas específicas, tiene un área de alimentos, un pequeño estanque, y algo que destaca mucho es la cubierta sotenida por tensores, que tambien cumple como fuente.",museo grande recomiendo quieres apreciar aprender dediques par agradable visitar recorras salas específicas área alimentos pequeño estanque destaca cubierta sotenida tensores cumple fuente
863,"Lo vale cada minuto del recorrido, vayan con tiempo este museo tiene muchas piezas que ver y a su ves mucho detalle, por lo cual el tiempo es importante para poder apreciar todo su contenido",vale minuto recorrido vayan museo piezas ves detalle importante apreciar contenido
864,Espectacular,espectacular
865,"Muy a gusto, todo muy tranquilo, pero hay que ir con tiempo para recorrerlo y ya saben la clásica ""si no le tomas foto a la fuente, no fuiste al Museo Nacional de Antropología"" 😁",gusto tranquilo recorrerlo clásica tomas foto fuente museo nacional antropología 
866,"En buen estado, no me lo tomes a mal, pero acceder a la cultura no debería cobrarse y más si no tienen papel en los baños o jabón para lavarte las manos 🤣",tomes acceder cultura debería cobrarse papel baños jabón lavarte manos 
867,"No manchen venimos desde el centro dos veces y las dos veces estaba cerrado siendo que aparecía como abierto,solo nos hacen perder el tiempo",manchen venimos centro cerrado aparecía abiertosolo perder
868,"Espectacular museo con múltiples salas que visitar y conocer, exhibe el legado arqueológico de los pueblos de mesoamerica. Una de las piezas más emblemáticas que se pueden apreciar es la Piedra del Sol, popularmente conocido como el Calendario Azteca, es el corazón del museo, también se encuentran las cabezas colosales de la cultura olmeca, las esculturas teotuhuacanas de los dioses del agua. En la entrada cuenta con una fuente llamada El Paraguas.",espectacular museo múltiples salas visitar exhibe legado arqueológico pueblos mesoamerica piezas emblemáticas apreciar piedra sol popularmente conocido calendario azteca corazón museo encuentran cabezas colosales cultura olmeca esculturas teotuhuacanas dioses agua entrada fuente llamada paraguas
869,"Excelente para caminar en familia mientras adquieres cultura, es bastante accesible para personas con discapacidad y los temas que trata son sencillos de explicar a los niños.",excelente caminar familia adquieres cultura accesible personas discapacidad temas sencillos explicar niños
870,"Un lugar imperdible si visitas la CDMX, se encuentra sobre avenida reforma en la sección del bosque de Chapultepec. Aquí se encuentra el famoso calendario Azteca entre otras grandes piezas precolombinas. Puedes llegar en metrobús línea 7, o caminando desde la estación Chapultepec del al línea 1 del metro o en auto particular, aunque hay estacionamiento debes ser paciente si llegas después de las 10 porque hay mucha demanda, aunque a un costado está un estacionamiento público sobre calzada Mariano Escobedo.",imperdible visitas cdmx avenida reforma sección bosque chapultepec famoso calendario azteca piezas precolombinas puedes llegar metrobús línea caminando estación chapultepec línea metro auto particular estacionamiento debes paciente llegas demanda costado estacionamiento público calzada mariano escobedo
871,"Después de varios meses sin visitar, siempre te encuentras algo maravilloso.",meses visitar encuentras maravilloso
