,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
1065,Museo Comunitario Xolalpancalli (casa del pueblo),Arqueología,Ayuntamiento de Zacapoaxtla,https://www.flickr.com/photos/tour_x_mexico/sets/72157635067026078/,Puebla,Zacapoaxtla
1066,Museo de Relojería Alberto Olvera Hernández,Historia,"Fábrica de Relojes Centenario,  S.A. de C.V.",http://centenario.org.mx/museo.html,Puebla,Zacatlán
1067,Museo del Reloj,Ciencia y tecnología,Jesús Clemente Olvera Trejo,http://www.relojesolvera.com.mx/museodelreloj.html,Puebla,Zacatlán
1068,Museo Regional Comunitario Luciano Márquez Becerra,Arqueología,Ayuntamiento de Zacatlán,https://paseopormexico.com/lugares/1330/museo_comunitario_luciano_m%C3%A1rquez_becerra_en_zacatl%C3%A1n,Puebla,Zacatlán
1069, Museo Paleontológico y Parque Ecoturístico Turritelas,Ciencia y tecnología,Ayuntamiento de Zapotitlán,http://www.sanjuanraya.com/,Puebla,Zapotitlán
1070,Museo de la Muñeca Artesanal ,,Ayuntamiento de Amealco,http://recintosculturalesqro.gob.mx/?p=112,Querétaro,Amealco de Bonfil
1071,Museo Comunitario de Pinal de Amoles General Tomás Mejía,, Secretaría de Cultura del Estado de Querétaro,,Querétaro,Pinal de Amoles
1072,Museo Comunitario Ex convento de Bucareli,Historia,Comunitario,,Querétaro,Pinal de Amoles
1073,Museo Comunitario Real y Minas de las Escanelas,Historia,Comunitario,,Querétaro,Pinal de Amoles
1074,Planetario Dr. José Hernández Moreno,,Secretaría de Turismo del Estado de Querétaro,,Querétaro,Cadereyta de Montes
1075,Museo Regional de Cadereyta,,Asociación Civil Autónoma,,Querétaro,Cadereyta de Montes
1076,Museo de los Milagros,Arte,Basílica de Nuestra Señora de los Dolores de Soriano,http://recintosculturalesqro.gob.mx/?p=129,Querétaro,Colón
1077,Museo Comunitario de Colón,Historia,Unión Estatal de Museos Comunitarios del Estado de Querétaro,,Querétaro,Colón
1078,Museo del Sarape,,Ayuntamiento de Colón,,Querétaro,Colón
1079,Museo de Sitio de la Zona Arqueológica El Cerrito,,Secretaría de Cultura/INAH,,Querétaro,Corregidora
1080,"Museo Rubén González. Arte, tradición y fe.",,,,Querétaro,Corregidora
1081,Museo Anbanica de Historia MUSAH,,Ayuntamiento de Corregidora / Secretaría de Desarrollo Social / Instituto Municipal de Cultura.,,Querétaro,Corregidora
1082,Museo Comunitario del Pueblito,TND,"Amigos del Patrimonio Cultural del Municipio de Corregidora, A.C.",,Querétaro,Corregidora
1083,Casa Museo del Dulce ,Especializado,Particular,https://www.dulcesbernal.com/museo,Querétaro,Ezequiel Montes
1084,Museo de la Máscara,Arte,"Bernal Pueblo Mágico, A.C.",,Querétaro,Ezequiel Montes
1085,Museo de las Ánimas ,Historia,"Bernal Pueblo Mágico, A.C.",http://recintosculturalesqro.gob.mx/?p=125,Querétaro,Ezequiel Montes
1086,Museo del Cine Nacional Rosalío Solano,Historia,"Bernal Pueblo Mágico, A.C.",http://recintosculturalesqro.gob.mx/?p=121,Querétaro,Ezequiel Montes
1087,Museo Comunitario de Huimilpan,TND,Unión Estatal de Museos Comunitarios del Estado de Querétaro,,Querétaro,Huimilpan
1088,Museo Histórico de la Sierra Gorda de Querétaro,Historia,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/29,Querétaro,Jalpan de Serra
1089,Zona Arqueológica de Tancamá,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/index.php?option=com_content&view=article&id=5709,Querétaro,Jalpan de Serra
1090,Museo Comunitario Pame Xi’oi ,,Ayuntamiento de Jalpan de Serra,,Querétaro,Jalpan de Serra
1091,Museo Comunitario Crónica y Arte Agropecuario de la Sierra Gorda,Historia,Unión Estatal de Museos Comunitarios del Estado de Querétaro,,Querétaro,Landa de Matamoros
1092,Museo Comunitario de Tesoros de Nuestra Historia,,Universidad Autónoma de Querétaro/Facultad de Filosofía,,Querétaro,Landa de Matamoros
1093,Museo Comunitario Lucio Balderas Márquez,Historia,Unión Estatal de Museos Comunitarios del Estado de Querétaro,http://recintosculturalesqro.gob.mx/?p=148,Querétaro,Landa de Matamoros
1094,Museo del Ferrocarril de Querétaro,Historia,Instituto de Cultura del Municipio de Querétaro,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/56,Querétaro,Querétaro
1095,Museo de Ciencia el Péndulo de Foucault Concyteq,,Centro Educativo y Cultural de Estado de Querétaro,https://www.museodelpendulo.org/,Querétaro,Querétaro
1096,Museo Indígena Querétaro,Arte,Centro De Desarrollo Artesanal Indígena,http://recintosculturalesqro.gob.mx/?p=106,Querétaro,Querétaro
1097,Museo de la Restauración de la República,Historia,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/28,Querétaro,Querétaro
1098,Museo de Arte Sacro,Arte,Patronato del Museo,http://museodeartesacroqro.org/,Querétaro,Querétaro
1099,Museo de la Marca,,,http://museodelamarca.com/,Querétaro,Querétaro
1100,Museo de La Estudiantina,,Universidad Autónoma de Querétaro/Centro Cultural Independencia,,Querétaro,Querétaro
1101,Museo del Cerro de las Campanas,TND,Instituto de Cultura del Municipio de Querétaro,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/89,Querétaro,Querétaro
1102,Museo del Calendario (Mucal) ,Arte,Calendarios Landín,http://mucal.mx/,Querétaro,Querétaro
1103,Museo de Arte de Querétaro,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/8,Querétaro,Querétaro
1104,Museo de Arte Contemporáneo Querétaro,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,,Querétaro,Querétaro
1105,Museo Casa de la Zacatecana,Arte,"Museo Casa de la Zacatecana, A.C.",http://www.museolazacatecana.com/,Querétaro,Querétaro
1106,Museo de la Ciudad ,Arte,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,http://culturaqueretaro.gob.mx/iqca/sitio/Espaciosculturalescontroller/recinto/4,Querétaro,Querétaro
1107,Museo Fundación Santiago Carbonell,Arte,"Fundación Santiago Carbonell, Amigos del Museo Santiago Carbonell, A.C.",http://museosantiagocarbonell.com/,Querétaro,Querétaro
1108,Museo de los Conspiradores,Historia,Secretaría de Cultura del Estado de Querétaro/Dirección de Educación Artística y Servicios Culturales,,Querétaro,Querétaro
1109,Museo Regional de Querétaro,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/zonas/121-museo-regional-de-queretaro,Querétaro,Querétaro
1110,Museo de Sitio de Santa Rosa de Viterbo,Historia,Gobierno del Estado de Querétaro/Secretaría de Cultura,http://culturaqueretaro.gob.mx/iqca/sitio/Eventoscontroller/evento/969,Querétaro,Querétaro
1111,Museo de Ciencias XIMHAI,TND,Universidad Autónoma de Querétaro,https://museoximhai.uaq.mx/,Querétaro,Querétaro
1112,Museo Comunitario Mineral de San Joaquín,Arqueología,Dirección de Turismo del Ayuntamiento de San Joaquin,,Querétaro,San Joaquín
1113,Museo Interactivo de Cultura del Agua,,Junta de Agua Potable y Alcantarillado Municipal,https://www.japam.gob.mx/,Querétaro,San Juan del Río
1114,Museo del Nacimiento,,Privado,,Querétaro,San Juan del Río
1115,Museo de la Muerte,Historia,Ayuntamiento de San Juan del Río,,Querétaro,San Juan del Río
1116,Museo México me Encanta. Tradiciones mexicanas en miniatura,Arte,Particular,,Querétaro,Tequisquiapan
1117,Museo del Queso y el Vino Tierra de Alonso,,Particular,http://www.tierradealonso.com/,Querétaro,Tequisquiapan
1118,Museo Comunitario Ya Nfadi Ya Ñohño (Los conocimientos de los otomíes),Antropología,Unión Estatal de Museos Comunitarios del Estado de Querétaro,,Querétaro,Tolimán
1119,Museo de la Isla de Cozumel,Ciencia y tecnología,"Fundación de Parques y Museos de Cozumel, Quintana Roo, A.C.",,Quintana Roo,Cozumel
1120,Museo Maya Santa Cruz Xbáalam Naj,Arte,Secretaría de Cultura de Quintana Roo/Ayuntamiento de Felipe Carrillo Puerto,,Quintana Roo,Felipe Carrillo Puerto
1121,Museo de la Guerra de Castas,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://zonamaya.qroo.gob.mx/museo-de-la-guerra-de-castas/,Quintana Roo,Felipe Carrillo Puerto
1122,Museo de la Ciudad de Chetumal,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=105&Itemid=27&lang=es,Quintana Roo,Othón P. Blanco
1123,Museo Maqueta de Payo Obispo,Historia,Instituto de la Cultura y las Artes de Quintana Roo,,Quintana Roo,Othón P. Blanco
1124,Museo de la Cultura Maya,Arqueología,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=89&Itemid=55&lang=es,Quintana Roo,Othón P. Blanco
1125,Museo Maya de Cancún,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/313-museo-maya-de-cancun,Quintana Roo,Benito Juárez
1126,Museo Subacuático de Arte (MUSA),Arte,Asociación de Náuticos de Cancún,http://musamexico.org/es/,Quintana Roo,Benito Juárez
1127,Museo Comunitario  Casa Maya,Historia, Dirección de Ecología Municipal/ Ayuntamiento de Benito Juárez,,Quintana Roo,Benito Juárez
1128,Museo Regreso al Pasado,,Hotel Azul Sensatori,http://backtothepast.com.mx/esp/index.html,Quintana Roo,Benito Juárez
1129,Museo del Agua Ch’ooj K’uun (Oro azul),Ciencia y tecnología,"Complejo Científico, Tecnológico y Cultural Planetario Cancún Ka’ Yok’",https://www.planetariodecancun.org/museodelagua,Quintana Roo,Benito Juárez
1130,Planetario de Cancún Ka´ Yok´,Ciencia y tecnología,CONACYT,https://www.planetariodecancun.org/domo,Quintana Roo,Benito Juárez
1131,Museo La Casa del Arte Popular Mexicano de Xcaret ,Arte,"Hacienda Henequera/Flora, Fauna y Cultura de México, A.C.",http://www.xcaret.com.mx/hacienda-henequenera,Quintana Roo,Solidaridad
1132,Sayab. Planetario de Playa del Carmen,Ciencia y tecnología,Red de Observatorios Astronómicos de Quintana Roo,http://www.planetariodeplayadelcarmen.org/,Quintana Roo,Solidaridad
1133,Museo Frida Khalo,,Fundacion Frida Khalo,,Quintana Roo,Solidaridad
1134,Museo de Rescates Subacuáticos ,Arqueología,Centro de Estudios y Deportes Acuáticos de México (CEDAM),,Quintana Roo,Solidaridad
1135,Museo de Sitio de la Zona Arqueológica de Cobá,,Secretaría de Cutura/INAH,,Quintana Roo,Tulum
1136,Museo del Fuerte de Bacalar,Historia,Instituto de la Cultura y las Artes de Quintana Roo,http://www.secqr.gob.mx/museos/index.php?option=com_content&view=article&id=123&Itemid=56&lang=es,Quintana Roo,Bacalar
1137,Museo Julián Carrillo,Especializado,Municipio de Ahualulco,,San Luis Potosí,Ahualulco
1138,Museo Parroquial Padre José Robledo,Historia,Parroquia de la Purísima Concepción,http://www.catorce-slp.gob.mx/2018-2021/,San Luis Potosí,Catorce
1139,Museo de Ciudad del Maíz,Historia,"El Gran Lente, A.C.",,San Luis Potosí,Ciudad del Maíz
1140,Museo Maam Ts´itsin Inik (Dios Hombre-Pájaro),Antropología,Comunitario,,San Luis Potosí,Tancanhuitz
1141,Museo de las Culturas de la Huasteca Potosina Tamuantzán,Arqueología,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí/Centro Cultural de la Huasteca,,San Luis Potosí,Ciudad Valles
1142,Museo Regional Huasteco,Arqueología,"Patronato del Museo Regional Huasteco, A.C.",,San Luis Potosí,Ciudad Valles
1143,Museo de Arte Sacro San Pedro de Guadalcázar,Especializado,Patronato de la Parroquia de Guadalcázar,,San Luis Potosí,Guadalcázar
1144,Museo Comunitario Caich,Antropología,"Caich, Asociación Civil",,San Luis Potosí,Huehuetlán
1145,Museo de las Culturas de Matehuala,Historia,Ayuntamiento de Matehuala,,San Luis Potosí,Matehuala
1146,Museo de Historia Natural José Vilet Brullet ,Especializado,Particular,http://zoologicosanluispotosi.blogspot.com/,San Luis Potosí,Mexquitic de Carmona
1147,Museo Municipal Profesor Miguel Ángel Herrera Bravo,Especializado,"Ayuntamiento de Rayón, Departamento de Cultura",http://www.rayonslp.com/museohistorico.html,San Luis Potosí,Rayón
1148,Museo Regional del Rioverde,Historia,Programa Nacional de Museos Comunitarios,,San Luis Potosí,Rioverde
1149,Museo Interactivo Colibrí,Ciencia y tecnología,Gobierno Municipal de Rioverde,,San Luis Potosí,Rioverde
1150,Museo de Sitio de Salinas,Historia,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,Salinas
1151,Museo Francisco Cossío,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://culturaslp.gob.mx/museo-francisco-cossio/,San Luis Potosí,San Luis Potosí
1152,Museo de Tauromaquia,Especializado,"Centro Taurino Potosino, S.C.P.A.",,San Luis Potosí,San Luis Potosí
1153,Museo Regional Potosino,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/217-museo-regional-potosino,San Luis Potosí,San Luis Potosí
1154,Museo de Sitio Edificio Central UASLP,Especializado,Universidad Autónoma de San Luis Potosí,,San Luis Potosí,San Luis Potosí
1155,Pinacoteca de Centro de Difusión Cultural Raúl Gamboa,,Instituto Potosino de Bellas Artes/Secretaría de Cultura de San Luis Potosí,,San Luis Potosí,San Luis Potosí
1156,Museo Leonora Carrington,Especializado,Centro de las Artes de San Luis Potosí/Secretaría de Cultura de San Luis Potosí,https://www.leonoracarringtonmuseo.org/slp,San Luis Potosí,San Luis Potosí
1157,Museo de Arte Religioso,Historia,El Atrio Restaurante,,San Luis Potosí,San Luis Potosí
1158,Museo Nacional de la Máscara,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,San Luis Potosí
1159,Museo Federico Silva. Escultura Contemporánea,Arte,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museofedericosilva.org,San Luis Potosí,San Luis Potosí
1160,Museo de Arte Contemporáneo (MAC),Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.macsanluispotosi.com ,San Luis Potosí,San Luis Potosí
1161,Museo del Virreinato ,Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museodelvirreinato.mx,San Luis Potosí,San Luis Potosí
1162,Museo del Ferrocarril Jesús García Corona. Héroe de Nacozari,Historia,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museodelferrocarril.gob.mx,San Luis Potosí,San Luis Potosí
1163,Planetario del Parque Tangamanga,Especializado,SNTE,,San Luis Potosí,San Luis Potosí
1164,Museo Laberinto de las Ciencias y las Artes,Ciencia y tecnología,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,http://www.museolaberinto.com/,San Luis Potosí,San Luis Potosí
1165,Museo Othoniano. Casa de Othón,Especializado,Secretaría de Cultura del Gobierno del Estado de San Luis Potosí,,San Luis Potosí,San Luis Potosí
1166,Museo de los Exvotos del Sr. del Saucito,Arte,Parroquia del Santuario de Nuestro Señor de Burgos del Saucito,,San Luis Potosí,San Luis Potosí
1167,Museo Interactivo de Tecnología Aplicada (MITA),Especializado,Facultad de Ingeniería/ Universidad Autónoma de San Luis Potosí,,San Luis Potosí,San Luis Potosí
1168,Museo Leonora Carrington Xilitla,Arte,Secretaría de Cultura de San Luis Potosí,https://www.leonoracarringtonmuseo.org/xilitla/,San Luis Potosí,Xilitla
1169,Museo Regional del Valle del Fuerte,Arqueología,Instituto Sinaloense de Cultura,,Sinaloa,Ahome
1170,Sala de arqueología  de la Casa de la Cultura Profesor Conrado Espinosa,Arte,Municipio de Ahome,,Sinaloa,Ahome
1171,Trapiche. Museo Interactivo,Ciencia y tecnología,"Patronato de Impulsora de la Cultura y de las Artes, I.A.P.",http://www.trapiche.org.mx/,Sinaloa,Ahome
1172,Museo Comunitario de la Villa de Ahome,Arqueología,"Instituto Sinaloense de Cultura/Ecomuseos de Sinaloa, A.C.",,Sinaloa,Ahome
1173,Museo Comunitario San Miguel Zapotitlán,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., Ayuntamiento de Ahome",,Sinaloa,Ahome
1174,Museo Minero de Copala,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.<br>Ayuntamiento de Concordia",,Sinaloa,Concordia
1175,Museo Comunitario del General Domingo Rubí,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,Concordia
1176,Museo de Minería e Historia,Ciencia y tecnología,Ayuntamiento de Cosalá,https://www.sinaloa360.com/museo-mineria-e-historia-cosala/,Sinaloa,Cosalá
1177,Museo Comunitario de Tacuichamona,Arqueología,"DIFOCUR, Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,Culiacán
1178,Museo Interactivo sobre las Adicciones (MIA),Especializado,Instituto MIA,http://mia.culiacan.gob.mx/,Sinaloa,Culiacán
1179,Materia. Museo Interactivo del Centro de Ciencias de Sinaloa,,Gobierno del Estado de Sinaloa,http://somosmateria.com/,Sinaloa,Culiacán
1180,Museo de Arte de Sinaloa (MASIN),Arte,Instituto Sinaloense de Cultura,http://www.culturasinaloa.gob.mx/index.php?option=com_content&view=category&id=191&Itemid=261,Sinaloa,Culiacán
1181,Museo Insectaria,Ciencia y tecnología,Ayuntamiento de Culiacán /Restaurante el Miradero,,Sinaloa,Culiacán
1182,Museo El Fuerte Mirador,Historia,Ayuntamiento El Fuerte,https://www.facebook.com/pages/Museo-Fuerte-Mirador/287837457909928,Sinaloa,El Fuerte
1183,Museo Comunitario de Tehueco,Antropología,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., /Ayuntamiento de El Fuerte",,Sinaloa,El Fuerte
1184,Museo Comunitario del Ejidatario,Historia,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C., Ayuntamiento de Guasave",,Sinaloa,Guasave
1185,Museo del Mar (Acuario de Mazatlán),Ciencia y tecnología,Ayuntamiento de Mazatlán,http://acuariomazatlan.com/acuario/museo-de-mar/,Sinaloa,Mazatlán
1186,Museo Arqueológico de Mazatlán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/210-museo-arqueologico-de-mazatlan,Sinaloa,Mazatlán
1187,Museo de Conchas,Ciencia y tecnología,Particular,http://www.seashellcitymuseum.com,Sinaloa,Mazatlán
1188,Museo de Arte de Mazatlán,Arte,Instituto Sinaloense de Cultura,http://culturasinaloa.gob.mx/index.php?option=com_content&view=article&id=3916&Itemid=262,Sinaloa,Mazatlán
1189,Museo de Historia Regional,Arqueología,Ayuntamiento de Mocorito/Red de museos regionales de Sinaloa,,Sinaloa,Mocorito
1190,Museo Lola Beltrán,Historia,Ayuntamiento de Rosario,https://www.rosario.gob.mx/museos,Sinaloa,Rosario
1191,Museo de Pedro Infante,Historia,Instituto Sinaloense de Cultura/Dirección de Cultura de Salvador Alvarado,,Sinaloa,Salvador Alvarado
1192,Museo del Jaguar,Ciencia y tecnología,Comunidad de Cabazán/Universidad Autónoma de Sinaloa/Ayuntamiento de San Ignacio,,Sinaloa,San Ignacio
1193,Museo Comunitario Profr. Ricardo Vega Noriega,Arte,"Red Estatal de Museos Comunitarios y Ecomuseos de Sinaloa, A.C.",,Sinaloa,San Ignacio
1194,Museo de sitio de la Zona Arqueológica de Las Labradas,,Secretaría de Cultura/INAH,,Sinaloa,San Ignacio
1195,Museo Municipal de la Casa de Cultura,TND,Municipio de Sinaloa,,Sinaloa,Sinaloa
1196,Museo Costumbrista de Sonora,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-costumbrista-de-sonora/,Sonora,Alamos
1197,Museo de los Ópatas ,Historia,Casa de Cultura de Arizpe,,Sonora,Arizpe
1198,Museo Rincón de la Mora,Antropología,Particular,,Sonora,Bácum
1199,Museo Histórico y Etnográfico de Caborca ,Historia,Ayuntamiento de Caborca/Patronato del Museo Histórico y Etnográfico de Caborca,,Sonora,Caborca
1200,Planetario de Cajeme Antonio Sánchez Ibarra,Ciencia y tecnología,"Agrupación Astronómica de Cajeme Choquim, A.C.",,Sonora,Cajeme
1201,Museo Sonora en la Revolución,Historia,Gobierno del Estado de Sonora,http://www.musor.gob.mx/,Sonora,Cajeme
1202,Museo Étnico de los Yaquis,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-de-los-yaquis/,Sonora,Cajeme
1203,Museo de la Lucha Obrera,Historia,Instituto Sonorense de Cultura,,Sonora,Cananea
1204,Museo Ferrocarrilero de Empalme (MUFER),Historia,"Amigos del MUFER, A.C.",,Sonora,Empalme
1205,Museo-Casa de la Cultura Leonardo Valdez Esquer,Arte,Particular,,Sonora,Etchojoa
1206,Museo Regional ,Arqueología,Universidad de Sonora,http://www.museoregional.uson.mx/,Sonora,Hermosillo
1207,Museo Regional de Sonora,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/254-museo-regional-de-sonora,Sonora,Hermosillo
1208,La Burbuja Museo del Niño,Ciencia y tecnología,"Patronato Museo del Niño, A.C.",,Sonora,Hermosillo
1209,Museo de Culturas Populares e Indígenas de Sonora,Arte,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-de-culturas-populares-e-indigenas-de-sonora/,Sonora,Hermosillo
1210,Museo de Arte de Sonora (MUSAS),Arte,Instituto Sonorense de Cultura,,Sonora,Hermosillo
1211,Museo Comcáac,Antropología,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-comcaac/,Sonora,Hermosillo
1212,Museo Centro de Cultura Mayo Blas Mazo de El Júpare ,Antropología,Comunitario independiente,,Sonora,Huatabampo
1213,Museo Casa del General Álvaro Obregón,Historia,Instituto Sonorense de Cultura ,http://www.isc.gob.mx/museoobregon.php,Sonora,Huatabampo
1214,Museo Comunitario Sonorense,Arqueología,Privado,,Sonora,Magdalena
1215,Museo Comunitario de Magdalena de Kino,Historia,Consejo Comunitario Pro investigación y Difusión del Patrimonio Natural y Cultural ,,Sonora,Magdalena
1216,Museo Regional Comunitario Sitio de Naco,Historia,"Anivacachi. Rescate y resguardo de la cultura, historia y tradición del municipio de Naco, A.C.",,Sonora,Naco
1217,Casa Museo Silvestre Rodríguez,Historia,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-silvestre-rodriguez/,Sonora,Nacozari de García
1218,Museo Didáctico Comunitario Hu-Tezzo ,Arqueología,Ayuntamiento de Navojoa,,Sonora,Navojoa
1219,Museo Regional del Mayo Profr. Lombardo Ríos Ramírez,Antropología,Ayuntamiento de Navojoa,,Sonora,Navojoa
1220,Agua Azul Eco-Museo de Sitio Tehuelibampo,Arqueología,Ayuntamiento de Navojoa,,Sonora,Navojoa
1221,Museo de Arte de Nogales,Arte,,,Sonora,Nogales
1222,Museo Costumbrista de Tesopaco,Historia,Ayuntamiento de Rosario,,Sonora,Rosario
1223,Museo de Sitio de la Zona Arqueológica del Cerro de Trincheras,,Secretaría de Cultura/INAH,http://inah.gob.mx/es/red-de-museos/280-zona-arqueologica-trincheras,Sonora,Trincheras
1224,Museo Regional de Historia,Historia,Instituto Sonorense de Cultura,http://isc.gob.mx/devel/espacios/museo-regional-de-historia/,Sonora,Ures
1225,Museo de Balancán Dr. José Gómez Panaco,Arqueología,Secretaria de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-balancan-dr-jose-gomez-panaco,Tabasco,Balancán
1226,Museo de la Navegación Lic. Jorge Priego Martínez ,Historia,Ayuntamiento de Centla,,Tabasco,Centla
1227,Museo de Cultura Popular Ángel Enrique Gil Hermida,Arte,Secretaría  de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-cultura-popular-angel-enrique-gil-hermida,Tabasco,Centro
1228,Planetario Tabasco 2000 ,Ciencia y tecnología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/planetario-tabasco-2000-C,Tabasco,Centro
1229,Museo de Historia Natural José Narciso Rovirosa Andrade,Ciencia y tecnología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-historia-natural-jose-narciso-rovirosa-andrade,Tabasco,Centro
1230,Museo Interactivo Papagayo,Ciencia y tecnología,Organismo Público Descentralizado,http://www.museopapagayo.com/,Tabasco,Centro
1231,Casa Museo Carlos Pellicer Cámara,Historia,Secretaría  de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-regional-antropologia-carlos-pellicer-camara,Tabasco,Centro
1232,Parque Museo de La Venta,Arqueología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/parque-museo-venta,Tabasco,Centro
1233,Museo Regional de Antropología Carlos Pellicer Cámara,Arqueología,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-regional-antropologia-carlos-pellicer-camara,Tabasco,Centro
1234,Museo de Historia de Tabasco Casa de los Azulejos,Historia,Secretaría de Cultura del Estado de Tabasco,https://tabasco.gob.mx/museo-historia-tabasco-casa-azulejos,Tabasco,Centro
1235,Museo de Sitio de Comalcalco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/259-museo-de-sitio-de-comalcalco,Tabasco,Comalcalco
1236,DRUPA. Museo Interactivo del Chocolate,Especializado,Particular,,Tabasco,Cunduacán
1237,Museo de la Ciudad Arq. Ventura Marín Azcuaga,Arqueología,Ayuntamiento de Emiliano Zapata,,Tabasco,Emiliano Zapata
1238,Museo de Sitio de La Venta,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/262-museo-de-sitio-de-la-venta,Tabasco,Huimanguillo
1239,Museo del Dulce,,Ayuntamiento de Jalapa,,Tabasco,Jalapa
1240,Casa Museo Coronel Gregorio Méndez Magaña,Historia,Ayuntamiento de Jalpa ,,Tabasco,Jalpa de Méndez
1241,Museo Arqueológico Prof. Omar Huerta Escalante,Arqueología,Secretaría de Cultura del Estado de Tabasco,,Tabasco,Jonuta
1242,Museo de la Sierra (Ex Convento de Oxolotán),Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/260-ex-convento-de-oxolotan,Tabasco,Tacotalpa
1243,Museo de Teapa José Natividad Correa Toca,Arqueología,Secretaría de Cultura del Estado de Tabasco,,Tabasco,Teapa
1244,Museo de Historia de Tenosique,Arqueología,DECUR Municipal,,Tabasco,Tenosique
1245,Museo de Sitio de Pomoná,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/261-museo-de-sitio-de-pomona,Tabasco,Tenosique
1246,Museo Regional de Antropología e Historia de Aldama,Historia,Ayuntamiento de Aldama,,Tamaulipas,Aldama
1247,Museo de Antropología e Historia Profr. Policarpo Castillo Almazán,TND,,,Tamaulipas,Antiguo Morelos
1248,Museo y Archivo Histórico Municipal,,Ayuntamiento de Camargo,,Tamaulipas,Camargo
1249,Museo Municipal de Historia y Arqueología Profr. Ángel Pérez Sánchez,Historia,"Sociedad Regional de Historia y Arqueología, A.C.",,Tamaulipas,González
1250,Museo Trazos Regionales,TND,Municipal,,Tamaulipas,Guerrero
1251,Museo Colonial del Conde de Sierra Gorda,TND,Ayuntamiento de Jiménez,,Tamaulipas,Jiménez
1252,Museo Profra. Adela Piña Galván,Arqueología,"Patronato Histórico y Arqueológico Janambres, A.C.",,Tamaulipas,El Mante
